,location,genotype,SY
3909,MB,CDBN_293,1600.48
3910,MB,CDBN_242,2374.4
3911,MB,CDBN_239,1600.48
3912,MB,CDBN_159,1271.2
3913,MB,CDBN_247,1926.4
3914,MB,CDBN_278,1814.4
3915,MB,CDBN_024,2340.8
3916,MB,CDBN_268,1911.84
3917,MB,CDBN_036,1414.56
3918,MB,CDBN_037,2064.16
3919,MB,CDBN_048,1553.44
3920,MB,CDBN_271,1621.76
3921,MB,CDBN_193,2208.64
3922,MB,CDBN_128,2016.0
3923,MB,CDBN_303,1407.84
3924,MB,CDBN_199,2516.64
3925,MB,CDBN_232,2011.52
3926,MB,CDBN_203,1942.08
3927,MB,CDBN_098,1666.56
3928,MB,CDBN_165,1376.48
3929,MB,CDBN_307,2741.76
3930,MB,CDBN_138,1991.36
3931,MB,CDBN_318,2102.24
3932,MB,CDBN_171,2331.84
3933,MB,CDBN_300,2677.92
3934,MB,CDBN_039,2214.24
3935,MB,CDBN_284,2225.44
3936,MB,CDBN_238,1970.08
3937,MB,CDBN_324,2269.12
3938,MB,CDBN_290,2836.96
3939,MB,CDBN_087,894.88
3940,MB,CDBN_273,2027.2
3941,MB,CDBN_274,2801.12
3942,MB,CDBN_002,1702.4
3943,MB,CDBN_115,2198.56
3944,MB,CDBN_168,1536.64
3945,MB,CDBN_275,2856.0
3946,MB,CDBN_123,2276.96
3947,MB,CDBN_259,4220.16
3948,MB,CDBN_196,2639.84
3949,MB,CDBN_166,1621.76
3950,MB,CDBN_084,3609.76
3951,MB,CDBN_226,3317.44
3952,NM,CDBN_010,3300.8052
3953,NM,CDBN_011,2873.3628
3954,NM,CDBN_012,2992.0968
3955,NM,CDBN_015,2825.8692
3956,NM,CDBN_016,2540.9076
3957,NM,CDBN_277,2707.1352
3958,NM,CDBN_116,2422.1736
3959,NM,CDBN_298,2635.8948
3960,NM,CDBN_299,2635.8948
3961,NM,CDBN_249,2612.148
3962,NM,CDBN_250,2564.6544
3963,NM,CDBN_251,1994.7312
3964,NM,CDBN_017,2422.1736
3965,NM,CDBN_019,2493.414
3966,NM,CDBN_021,2422.1736
3967,NM,CDBN_089,2232.1992
3968,NM,CDBN_026,2137.212
3969,NM,CDBN_263,2327.1864
3970,NM,CDBN_125,1923.4908
3971,NM,CDBN_126,1662.276
3972,NM,CDBN_127,1970.9844
3973,NM,CDBN_027,1519.7952
3974,NM,CDBN_028,2493.414
3975,NM,CDBN_164,1733.5164
3976,NM,CDBN_035,2232.1992
3977,NM,CDBN_044,2089.7184
3978,NM,CDBN_046,2422.1736
3979,NM,CDBN_304,2350.9332
3980,NM,CDBN_285,1496.0484
3981,NM,CDBN_079,1424.808
3982,NM,CDBN_095,2137.212
3983,NM,CDBN_219,2018.478
3984,NM,CDBN_311,1994.7312
3985,NM,CDBN_053,1923.4908
3986,NM,CDBN_065,2350.9332
3987,NM,CDBN_314,2327.1864
3988,NM,CDBN_317,2089.7184
3989,NM,CDBN_013,3385.76
3990,NM,CDBN_014,2912.0
3991,NM,CDBN_051,2296.0
3992,NM,CDBN_293,1798.72
3993,NM,CDBN_242,2982.56
3994,NM,CDBN_239,3030.72
3995,NM,CDBN_159,2036.16
3996,NM,CDBN_247,2485.28
3997,NM,CDBN_278,1420.16
3998,NM,CDBN_024,2651.04
3999,NM,CDBN_268,2769.76
4000,NM,CDBN_036,2272.48
4001,NM,CDBN_037,2154.88
4002,NM,CDBN_048,2982.56
4003,NM,CDBN_271,2485.28
4004,NM,CDBN_193,2982.56
4005,NM,CDBN_128,2935.52
4006,NM,CDBN_303,2438.24
4007,NM,CDBN_199,3243.52
4008,NM,CDBN_232,2036.16
4009,NM,CDBN_203,1326.08
4010,NM,CDBN_098,2438.24
4011,NM,CDBN_165,1917.44
4012,NM,CDBN_307,3290.56
4013,NM,CDBN_138,2036.16
4014,NM,CDBN_318,3054.24
4015,NM,CDBN_171,1512.0
4016,NM,CDBN_300,1982.4
4017,NM,CDBN_039,1568.0
4018,NM,CDBN_284,1512.0
4019,NM,CDBN_238,1825.6
4020,NM,CDBN_324,2564.8
4021,NM,CDBN_290,2475.2
4022,NM,CDBN_087,1691.2
4023,NM,CDBN_273,2139.2
4024,NM,CDBN_274,1892.8
4025,NM,CDBN_002,2396.8
4026,NM,CDBN_115,2497.6
4027,NM,CDBN_168,2475.2
4028,NM,CDBN_275,3427.2
4029,NM,CDBN_123,2374.4
4030,NM,CDBN_259,3539.2
4031,NM,CDBN_196,3248.0
4032,NM,CDBN_166,2049.6
4033,NM,CDBN_084,3662.4
4034,NM,CDBN_226,3516.8
4035,NM,CDBN_155,4457.6
4036,NM,CDBN_296,4267.2
4037,NM,CDBN_321,3942.4
4038,NM,CDBN_248,2598.4
4039,NM,CDBN_301,3483.2
4040,NM,CDBN_257,2497.6
4041,NM,CDBN_146,3348.8
4042,NM,CDBN_265,3662.4
4043,NM,CDBN_267,3875.2
4044,NM,CDBN_038,3248.0
4045,NM,CDBN_040,3416.0
4046,NM,CDBN_042,3651.2
4047,NM,CDBN_093,3337.6
4048,NM,CDBN_179,4636.8
4049,NM,CDBN_201,3158.4
4050,NM,CDBN_306,3998.4
4051,NM,CDBN_312,4939.2
4052,NM,CDBN_316,4177.6
4053,NM,CDBN_144,3796.8
4054,NM,CDBN_170,889.28
4055,NM,CDBN_288,2100.0
4056,NM,CDBN_097,1945.44
4057,NM,CDBN_030,2514.4
4058,NM,CDBN_031,2681.28
4059,NM,CDBN_032,2573.76
4060,NM,CDBN_033,2823.52
4061,NM,CDBN_034,1957.76
4062,NM,CDBN_192,2621.92
4063,NM,CDBN_041,1981.28
4064,NM,CDBN_043,2859.36
4065,NM,CDBN_076,2894.08
4066,NM,CDBN_077,2953.44
4067,NM,CDBN_207,2479.68
4068,NM,CDBN_186,2808.96
4069,NM,CDBN_006,2453.92
4070,NM,CDBN_187,2453.92
4071,NM,CDBN_008,2033.92
4072,NM,CDBN_007,1980.16
4073,NM,CDBN_147,2475.2
4074,NM,CDBN_023,2227.68
4075,NM,CDBN_124,2668.96
4076,NM,CDBN_073,2604.0
4077,NM,CDBN_075,2184.0
4078,NM,CDBN_175,1022.56
4079,NM,CDBN_003,1786.4
4080,NM,CDBN_005,1463.84
4081,NM,CDBN_004,1700.16
4082,NM,CDBN_279,1216.32
4083,NM,CDBN_022,947.52
4084,NM,CDBN_322,1195.04
4085,NM,CDBN_047,1108.8
4086,NM,CDBN_001,1667.68
4087,NM,CDBN_294,2104.48
4088,NM,CDBN_050,1527.68
4089,NM,CDBN_297,2626.4
4090,NM,CDBN_182,2626.4
4091,NM,CDBN_287,1775.2
4092,NM,CDBN_289,1915.2
4093,NM,CDBN_045,1473.92
4094,NM,CDBN_072,1323.84
4095,NM,CDBN_134,2281.44
4096,NM,CDBN_291,1496.32
4097,NM,CDBN_246,1963.36
4098,NM,CDBN_286,2022.72
4099,NM,CDBN_074,2113.44
4100,NM,CDBN_080,2143.68
4101,NM,CDBN_090,1898.4
4102,NM,CDBN_081,1842.4
4103,NM,CDBN_309,2164.96
4104,NM,CDBN_313,2290.4
4105,NM,CDBN_315,2061.92
4106,NM,CDBN_136,2198.56
4107,NM,CDBN_323,3533.6
4108,NM,CDBN_188,2112.32
4109,NM,CDBN_180,2714.88
4110,NM,CDBN_240,1723.68
4111,NM,CDBN_153,2154.88
4112,NM,CDBN_308,2112.32
4113,NM,CDBN_319,2801.12
4114,NM,CDBN_025,1160.32
4115,NM,CDBN_280,682.08
4116,NM,CDBN_049,1367.52
4117,NM,CDBN_100,1234.24
4118,NM,CDBN_120,2325.12
4119,NM,CDBN_276,1945.44
4120,NM,CDBN_281,1945.44
4121,NM,CDBN_157,2135.84
4122,NM,CDBN_133,1826.72
4123,NM,CDBN_112,3486.56
4124,NM,CDBN_220,4649.12
4125,NM,CDBN_099,2755.2
4126,NM,CDBN_101,3185.28
4127,NM,CDBN_102,2325.12
4128,NM,CDBN_110,2582.72
4129,NM,CDBN_111,1893.92
4130,NM,CDBN_282,1980.16
4131,NM,CDBN_283,1445.92
4132,NM,CDBN_057,2582.72
4133,NM,CDBN_221,2066.4
4134,NM,CDBN_229,4528.16
4135,NM,CDBN_145,4390.4
4136,NM,CDBN_103,4305.28
4137,NM,CDBN_104,4305.28
4138,NM,CDBN_106,4443.04
4139,NM,CDBN_107,4356.8
4140,NM,CDBN_177,5337.92
4141,NM,CDBN_108,4184.32
4142,NM,CDBN_109,3581.76
4143,NM,CDBN_156,3323.04
4144,NM,CDBN_194,4046.56
4145,NM,CDBN_130,4390.4
4146,NM,CDBN_113,3758.72
4147,NM,CDBN_132,4132.8
4148,NM,CDBN_162,4528.16
4149,NM,CDBN_292,2496.48
4150,NM,CDBN_105,2806.72
4151,NM,CDBN_169,3495.52
4152,NM,CDBN_231,2410.24
4153,NM,CDBN_137,3465.28
4154,NM,CDBN_150,3616.48
4155,NM,CDBN_258,2953.44
4156,NM,CDBN_264,3392.48
4157,NM,CDBN_266,3366.72
4158,NM,CDBN_152,2178.4
4159,NM,CDBN_230,2935.52
4160,NM,CDBN_209,1842.4
4161,NM,CDBN_135,2720.48
4162,NM,CDBN_222,2892.96
4163,NM,CDBN_148,3016.16
4164,NM,CDBN_227,3012.8
4165,NM,CDBN_149,2410.24
4166,SK,CDBN_010,555.89296
4167,SK,CDBN_011,408.8
4168,SK,CDBN_012,758.98704
4169,SK,CDBN_015,408.05296
4170,SK,CDBN_016,818.72
4171,SK,CDBN_277,407.68
4172,SK,CDBN_116,650.72
4173,SK,CDBN_298,654.82704
4174,SK,CDBN_299,611.52
4175,SK,CDBN_249,817.22704
4176,SK,CDBN_250,453.97296
4177,SK,CDBN_251,517.81296
4178,SK,CDBN_017,232.58704
4179,SK,CDBN_019,360.64
4180,SK,CDBN_021,364.37296
4181,SK,CDBN_089,336.0
4182,SK,CDBN_026,454.34704
4183,SK,CDBN_263,438.29296
4184,SK,CDBN_125,282.24
4185,SK,CDBN_126,506.98704
4186,SK,CDBN_127,486.08
4187,SK,CDBN_027,274.02704
4188,SK,CDBN_028,408.42704
4189,SK,CDBN_164,354.66704
4190,SK,CDBN_035,146.72
4191,SK,CDBN_044,312.48
4192,SK,CDBN_046,258.72
4193,SK,CDBN_304,618.98704
4194,SK,CDBN_285,193.01296
4195,SK,CDBN_079,416.64
4196,SK,CDBN_095,722.02704
4197,SK,CDBN_219,654.45296
4198,SK,CDBN_311,557.01296
4199,SK,CDBN_053,589.49296
4200,SK,CDBN_065,489.44
4201,SK,CDBN_314,69.06704
4202,SK,CDBN_317,710.82704
4203,SK,CDBN_013,2194.08
4204,SK,CDBN_014,2422.56
4205,SK,CDBN_051,850.08
4206,SK,CDBN_293,1995.84
4207,SK,CDBN_242,1973.44
4208,SK,CDBN_239,1497.44
4209,SK,CDBN_159,1585.92
4210,SK,CDBN_247,2005.92
4211,SK,CDBN_278,1622.88
4212,SK,CDBN_024,2261.28
4213,SK,CDBN_268,1407.84
4214,SK,CDBN_036,1794.24
4215,SK,CDBN_037,1576.96
4216,SK,CDBN_048,1450.4
4217,SK,CDBN_271,1554.56
4218,SK,CDBN_193,1928.64
4219,SK,CDBN_128,2578.24
4220,SK,CDBN_303,1594.88
4221,SK,CDBN_199,2334.08
4222,SK,CDBN_232,1964.48
4223,SK,CDBN_203,1685.6
4224,SK,CDBN_098,2256.8
4225,SK,CDBN_165,1443.68
4226,SK,CDBN_307,2480.8
4227,SK,CDBN_138,1425.76
4228,SK,CDBN_318,2551.36
4229,SK,CDBN_171,556.64
4230,SK,CDBN_300,1393.28
4231,SK,CDBN_039,1199.52
4232,SK,CDBN_284,539.84
4233,SK,CDBN_238,907.2
4234,SK,CDBN_324,1675.52
4235,SK,CDBN_290,2011.52
4236,SK,CDBN_087,647.36
4237,SK,CDBN_273,915.04
4238,SK,CDBN_274,2413.6
4239,SK,CDBN_002,795.2
4240,SK,CDBN_115,1027.04
4241,SK,CDBN_168,695.52
4242,SK,CDBN_275,1109.92
4243,SK,CDBN_123,359.52
4244,SK,CDBN_259,1146.88
4245,SK,CDBN_196,1498.56
4246,SK,CDBN_166,436.8
4247,SK,CDBN_084,1303.68
4248,SK,CDBN_226,1200.64
4249,SK,CDBN_009,773.92
4250,SK,CDBN_154,717.92
4251,SK,CDBN_241,605.92
4252,SK,CDBN_267,497.28
4253,SK,CDBN_038,534.24
4254,SK,CDBN_040,1008.0
4255,SK,CDBN_043,509.6
4256,SK,CDBN_093,301.28
4257,SK,CDBN_179,678.72
4258,SK,CDBN_201,730.24
4259,SK,CDBN_086,528.64
4260,SK,CDBN_088,442.4
4261,SK,CDBN_155,2710.4
4262,SK,CDBN_296,2517.76
4263,SK,CDBN_321,1517.6
4264,SK,CDBN_248,1139.04
4265,SK,CDBN_301,649.6
4266,SK,CDBN_257,2167.2
4267,SK,CDBN_146,978.88
4268,SK,CDBN_265,2854.88
4269,SK,CDBN_042,1047.2
4270,SK,CDBN_306,2037.28
4271,SK,CDBN_312,2548.0
4272,SK,CDBN_316,1510.88
4273,SK,CDBN_144,2780.96
4274,SK,CDBN_170,435.68
4275,SK,CDBN_288,240.8
4276,SK,CDBN_097,235.2
4277,SK,CDBN_030,26.88
4278,SK,CDBN_031,666.4
4279,SK,CDBN_032,245.28
4280,SK,CDBN_033,40.32
4281,SK,CDBN_034,212.8
4282,SK,CDBN_192,656.32
4283,SK,CDBN_041,512.96
4284,SK,CDBN_076,76.16
4285,SK,CDBN_077,145.6
4286,SK,CDBN_207,274.4
4287,SK,CDBN_186,1535.52
4288,SK,CDBN_006,1727.04
4289,SK,CDBN_187,1286.88
4290,SK,CDBN_008,1184.96
4291,SK,CDBN_007,2512.16
4292,SK,CDBN_147,1811.04
4293,SK,CDBN_023,3038.56
4294,SK,CDBN_124,2220.96
4295,SK,CDBN_073,2705.92
4296,SK,CDBN_075,2346.4
4297,SK,CDBN_175,1880.48
4298,SK,CDBN_003,1256.64
4299,SK,CDBN_005,947.52
4300,SK,CDBN_004,1195.04
4301,SK,CDBN_322,759.36
4302,SK,CDBN_047,1235.36
4303,SK,CDBN_001,76.16
4304,SK,CDBN_294,244.16
4305,SK,CDBN_050,614.88
4306,SK,CDBN_297,983.36
4307,SK,CDBN_182,454.72
4308,SK,CDBN_287,688.8
4309,SK,CDBN_279,940.8
4310,SK,CDBN_289,84.0
4311,SK,CDBN_045,596.96
4312,SK,CDBN_072,898.24
4313,SK,CDBN_134,518.56
4314,SK,CDBN_291,235.2
4315,SK,CDBN_286,3006.08
4316,SK,CDBN_074,2414.72
4317,SK,CDBN_080,2689.12
4318,SK,CDBN_090,3628.8
4319,SK,CDBN_081,2415.84
4320,SK,CDBN_309,2757.44
4321,SK,CDBN_313,3143.84
4322,SK,CDBN_315,3347.68
4323,SK,CDBN_136,1391.04
4324,SK,CDBN_246,988.96
4325,SK,CDBN_323,804.16
4326,SK,CDBN_188,735.84
4327,SK,CDBN_180,1291.36
4328,SK,CDBN_153,997.92
4329,SK,CDBN_308,1675.52
4330,SK,CDBN_319,1169.28
4331,SK,CDBN_025,3633.28
4332,SK,CDBN_280,1995.84
4333,SK,CDBN_049,2754.08
4334,SK,CDBN_100,1077.44
4335,SK,CDBN_120,2307.2
4336,SK,CDBN_276,2003.68
4337,SK,CDBN_133,1940.96
4338,SK,CDBN_281,2468.48
4339,SK,CDBN_112,2449.44
4340,SK,CDBN_220,2433.76
4341,SK,CDBN_099,1151.36
4342,SK,CDBN_101,1085.28
4343,SK,CDBN_102,621.6
4344,SK,CDBN_110,993.44
4345,SK,CDBN_111,880.32
4346,SK,CDBN_282,842.24
4347,SK,CDBN_283,826.56
4348,SK,CDBN_057,993.44
4349,MO,CDBN_051,221.76
4350,MO,CDBN_293,460.32
4351,MO,CDBN_242,153.44
4352,MO,CDBN_239,220.64
4353,MO,CDBN_159,291.2
4354,MO,CDBN_299,353.92
4355,MO,CDBN_171,316.96
4356,MO,CDBN_300,297.92
4357,MO,CDBN_278,346.08
4358,MO,CDBN_024,256.48
4359,MO,CDBN_268,100.8
4360,MO,CDBN_037,98.56
4361,MO,CDBN_039,148.96
4362,MO,CDBN_048,297.92
4363,MO,CDBN_193,450.24
4364,MO,CDBN_128,175.84
4365,MO,CDBN_284,348.32
4366,MO,CDBN_303,232.96
4367,MO,CDBN_304,296.8
4368,MO,CDBN_238,411.04
4369,MO,CDBN_285,160.16
4370,MO,CDBN_324,199.36
4371,MO,CDBN_165,175.84
4372,MO,CDBN_307,362.88
4373,MO,CDBN_290,138.88
4374,MO,CDBN_053,213.92
4375,MO,CDBN_065,143.36
4376,MO,CDBN_317,125.44
4377,MO,CDBN_138,407.68
4378,MO,CDBN_087,584.64
4379,MO,CDBN_273,255.36
4380,MO,CDBN_274,224.0
4381,MO,CDBN_318,241.92
4382,MO,CDBN_002,43.68
4383,MO,CDBN_009,312.48
4384,MO,CDBN_154,132.16
4385,MO,CDBN_241,356.16
4386,MO,CDBN_298,220.64
4387,MO,CDBN_168,141.12
4388,MO,CDBN_275,61.6
4389,MO,CDBN_123,49.28
4390,MO,CDBN_259,33.6
4391,MO,CDBN_267,201.6
4392,MO,CDBN_038,79.52
4393,MO,CDBN_040,183.68
4394,MO,CDBN_043,12.32
4395,MO,CDBN_093,68.32
4396,MO,CDBN_179,122.08
4397,MO,CDBN_201,67.2
4398,MO,CDBN_098,409.92
4399,MO,CDBN_166,197.12
4400,MO,CDBN_086,80.64
4401,MO,CDBN_226,108.64
4402,MO,CDBN_088,247.52
4403,MO,CDBN_155,1622.88
4404,MO,CDBN_296,1706.88
4405,MO,CDBN_321,1536.64
4406,MO,CDBN_248,911.68
4407,MO,CDBN_301,1683.36
4408,MO,CDBN_257,1402.24
4409,MO,CDBN_146,1593.76
4410,MO,CDBN_265,1420.16
4411,MO,CDBN_042,1426.88
4412,MO,CDBN_306,1450.4
4413,MO,CDBN_095,1520.96
4414,MO,CDBN_312,1616.16
4415,MO,CDBN_314,1229.76
4416,MO,CDBN_316,1629.6
4417,MO,CDBN_144,1433.6
4418,MO,CDBN_170,856.8
4419,MO,CDBN_288,975.52
4420,MO,CDBN_097,870.24
4421,MO,CDBN_030,1159.2
4422,MO,CDBN_031,893.76
4423,MO,CDBN_032,831.04
4424,MO,CDBN_033,1273.44
4425,MO,CDBN_034,730.24
4426,MO,CDBN_192,2042.88
4427,MO,CDBN_041,935.2
4428,MO,CDBN_076,1102.08
4429,MO,CDBN_077,353.92
4430,MO,CDBN_196,543.2
4431,MO,CDBN_207,1072.96
4432,MO,CDBN_186,2014.88
4433,MO,CDBN_006,2254.56
4434,MO,CDBN_187,2372.16
4435,MO,CDBN_008,1815.52
4436,MO,CDBN_007,2066.4
4437,MO,CDBN_147,2344.16
4438,MO,CDBN_023,1972.32
4439,MO,CDBN_124,1776.32
4440,MO,CDBN_073,1767.36
4441,MO,CDBN_075,1813.28
4442,MO,CDBN_175,2117.92
4443,MO,CDBN_001,1619.52
4444,MO,CDBN_005,1962.24
4445,MO,CDBN_294,2346.4
4446,MO,CDBN_050,2434.88
4447,MO,CDBN_297,1182.72
4448,MO,CDBN_182,639.52
4449,MO,CDBN_287,1720.32
4450,MO,CDBN_279,1495.2
4451,MO,CDBN_322,2873.92
4452,MO,CDBN_289,1671.04
4453,MO,CDBN_045,1309.28
4454,MO,CDBN_047,1449.28
4455,MO,CDBN_072,1133.44
4456,MO,CDBN_134,2009.28
4457,MO,CDBN_311,2393.44
4458,MO,CDBN_291,1503.04
4459,MO,CDBN_003,2104.48
4460,MO,CDBN_246,1604.96
4461,MO,CDBN_286,1398.88
4462,MO,CDBN_074,1492.96
4463,MO,CDBN_080,960.96
4464,MO,CDBN_090,1264.48
4465,MO,CDBN_081,572.32
4466,MO,CDBN_309,1313.76
4467,MO,CDBN_313,1369.76
4468,MO,CDBN_315,1986.88
4469,MO,CDBN_136,1447.04
4470,MO,CDBN_323,1236.48
4471,MO,CDBN_188,1505.28
4472,MO,CDBN_180,1613.92
4473,MO,CDBN_240,1523.2
4474,MO,CDBN_153,1733.76
4475,MO,CDBN_308,2052.96
4476,MO,CDBN_319,1646.4
4477,MO,CDBN_025,732.48
4478,MO,CDBN_280,648.48
4479,MO,CDBN_049,1153.6
4480,TX,CDBN_002,84.0
4481,TX,CDBN_009,168.0
4482,TX,CDBN_241,51.52
4483,TX,CDBN_298,260.96
4484,TX,CDBN_168,45.92
4485,TX,CDBN_275,216.16
4486,TX,CDBN_171,199.36
4487,TX,CDBN_300,301.28
4488,TX,CDBN_123,31.36
4489,TX,CDBN_259,152.32
4490,TX,CDBN_267,114.24
4491,TX,CDBN_038,56.0
4492,TX,CDBN_039,52.64
4493,TX,CDBN_040,291.2
4494,TX,CDBN_043,71.68
4495,TX,CDBN_093,45.92
4496,TX,CDBN_179,304.64
4497,TX,CDBN_285,58.24
4498,TX,CDBN_324,128.8
4499,TX,CDBN_201,95.2
4500,TX,CDBN_098,95.2
4501,TX,CDBN_166,71.68
4502,TX,CDBN_053,245.28
4503,TX,CDBN_065,143.36
4504,TX,CDBN_317,188.16
4505,TX,CDBN_086,254.24
4506,TX,CDBN_088,50.4
4507,TX,CDBN_273,98.56
4508,TX,CDBN_155,567.84
4509,TX,CDBN_296,397.6
4510,TX,CDBN_321,904.96
4511,TX,CDBN_248,275.52
4512,TX,CDBN_301,1041.6
4513,TX,CDBN_257,610.4
4514,TX,CDBN_146,1184.96
4515,TX,CDBN_265,474.88
4516,TX,CDBN_042,901.6
4517,TX,CDBN_238,1234.24
4518,TX,CDBN_306,409.92
4519,TX,CDBN_095,707.84
4520,TX,CDBN_312,891.52
4521,TX,CDBN_314,862.4
4522,TX,CDBN_316,488.32
4523,TX,CDBN_226,723.52
4524,TX,CDBN_144,1093.12
4525,TX,CDBN_170,206.08
4526,TX,CDBN_288,198.24
4527,TX,CDBN_097,190.4
4528,TX,CDBN_030,171.36
4529,TX,CDBN_031,283.36
4530,TX,CDBN_032,372.96
4531,TX,CDBN_033,353.92
4532,TX,CDBN_034,174.72
4533,TX,CDBN_192,576.8
4534,TX,CDBN_041,369.6
4535,TX,CDBN_076,291.2
4536,TX,CDBN_077,338.24
4537,TX,CDBN_196,720.16
4538,TX,CDBN_207,245.28
4539,TX,CDBN_186,243.04
4540,TX,CDBN_006,1103.2
4541,TX,CDBN_187,474.88
4542,TX,CDBN_008,619.36
4543,TX,CDBN_007,474.88
4544,TX,CDBN_147,823.2
4545,TX,CDBN_023,717.92
4546,TX,CDBN_124,815.36
4547,TX,CDBN_073,501.76
4548,TX,CDBN_075,393.12
4549,TX,CDBN_175,128.8
4550,TX,CDBN_274,658.56
4551,TX,CDBN_003,1794.24
4552,TX,CDBN_005,1130.08
4553,TX,CDBN_004,1040.48
4554,TX,CDBN_279,872.48
4555,TX,CDBN_022,819.84
4556,TX,CDBN_322,1209.6
4557,TX,CDBN_047,703.36
4558,TX,CDBN_311,1673.28
4559,TX,CDBN_001,927.36
4560,TX,CDBN_294,986.72
4561,TX,CDBN_050,1044.96
4562,TX,CDBN_297,1076.32
4563,TX,CDBN_182,1228.64
4564,TX,CDBN_287,901.6
4565,TX,CDBN_289,1094.24
4566,TX,CDBN_045,884.8
4567,TX,CDBN_072,894.88
4568,TX,CDBN_134,912.8
4569,TX,CDBN_291,819.84
4570,TX,CDBN_286,1604.96
4571,TX,CDBN_074,1740.48
4572,TX,CDBN_080,1462.72
4573,TX,CDBN_090,1564.64
4574,TX,CDBN_081,1335.04
4575,TX,CDBN_309,1046.08
4576,TX,CDBN_313,1402.24
4577,TX,CDBN_315,1813.28
4578,TX,CDBN_136,2427.04
4579,TX,CDBN_246,2310.56
4580,TX,CDBN_323,2640.96
4581,TX,CDBN_188,1330.56
4582,TX,CDBN_180,2700.32
4583,TX,CDBN_240,2506.56
4584,TX,CDBN_153,2136.96
4585,TX,CDBN_308,2052.96
4586,TX,CDBN_319,2728.32
4587,KS,CDBN_186,1081.92
4588,KS,CDBN_006,411.04
4589,KS,CDBN_187,315.84
4590,KS,CDBN_008,1027.04
4591,KS,CDBN_007,631.68
4592,KS,CDBN_147,832.16
4593,KS,CDBN_155,588.0
4594,KS,CDBN_296,459.2
4595,KS,CDBN_171,535.36
4596,KS,CDBN_023,482.72
4597,KS,CDBN_170,581.28
4598,KS,CDBN_300,707.84
4599,KS,CDBN_288,601.44
4600,KS,CDBN_124,773.92
4601,KS,CDBN_146,576.8
4602,KS,CDBN_097,654.08
4603,KS,CDBN_041,468.16
4604,KS,CDBN_073,599.2
4605,KS,CDBN_075,493.92
4606,KS,CDBN_238,545.44
4607,KS,CDBN_324,488.32
4608,KS,CDBN_175,863.52
4609,KS,CDBN_306,441.28
4610,KS,CDBN_095,463.68
4611,KS,CDBN_312,566.72
4612,KS,CDBN_314,459.2
4613,KS,CDBN_316,692.16
4614,KS,CDBN_273,764.96
4615,KS,CDBN_274,544.32
4616,KS,CDBN_003,946.4
4617,KS,CDBN_005,985.6
4618,KS,CDBN_004,985.6
4619,KS,CDBN_321,977.76
4620,KS,CDBN_279,997.92
4621,KS,CDBN_022,860.16
4622,KS,CDBN_301,930.72
4623,KS,CDBN_257,1274.56
4624,KS,CDBN_322,1276.8
4625,KS,CDBN_047,1001.28
4626,KS,CDBN_311,1060.64
4627,KS,CDBN_294,1377.6
4628,KS,CDBN_308,1672.16
4629,KS,CDBN_120,1220.8
4630,KS,CDBN_133,1656.48
4631,KS,CDBN_220,680.96
4632,KS,CDBN_298,2694.72
4633,KS,CDBN_221,2618.56
4634,KS,CDBN_099,3353.28
4635,KS,CDBN_101,3242.4
4636,KS,CDBN_102,2331.84
4637,KS,CDBN_050,2709.28
4638,KS,CDBN_323,2654.4
4639,KS,CDBN_110,2601.76
4640,KS,CDBN_111,2425.92
4641,KS,CDBN_282,2767.52
4642,KS,CDBN_283,2569.28
4643,KS,CDBN_284,1255.52
4644,KS,CDBN_057,2891.84
4645,KS,CDBN_112,1076.32
4646,KS,CDBN_090,1515.36
4647,KS,CDBN_153,2895.2
4648,KS,CDBN_049,3281.6
4649,KS,CDBN_177,2553.6
4650,KS,CDBN_229,3102.4
4651,KS,CDBN_145,3698.24
4652,KS,CDBN_103,3064.32
4653,KS,CDBN_104,2832.48
4654,KS,CDBN_106,2589.44
4655,KS,CDBN_107,3047.52
4656,KS,CDBN_108,2794.4
4657,KS,CDBN_109,2839.2
4658,KS,CDBN_280,3073.28
4659,KS,CDBN_156,2767.52
4660,KS,CDBN_194,3093.44
4661,KS,CDBN_130,3568.32
4662,KS,CDBN_113,2794.4
4663,KS,CDBN_132,2875.04
4664,KS,CDBN_162,2907.52
4665,KS,CDBN_292,2907.52
4666,KS,CDBN_105,114.24
4667,KS,CDBN_231,2079.84
4668,KS,CDBN_276,885.92
4669,KS,CDBN_150,2434.88
4670,KS,CDBN_169,3028.48
4671,KS,CDBN_137,2946.72
4672,KS,CDBN_258,63.84
4673,KS,CDBN_266,45.92
4674,KS,CDBN_230,118.72
4675,KS,CDBN_135,100.8
4676,KS,CDBN_222,114.24
4677,KS,CDBN_317,219.52
4678,KS,CDBN_148,114.24
4679,KS,CDBN_149,146.72
4680,KS,CDBN_264,3011.68
4681,KS,CDBN_152,1889.44
4682,KS,CDBN_209,2540.16
4683,KS,CDBN_227,3414.88
4684,KS,CDBN_117,1708.0
4685,KS,CDBN_118,2044.0
4686,KS,CDBN_122,1770.72
4687,KS,CDBN_260,2134.72
4688,KS,CDBN_202,3078.88
4689,KS,CDBN_131,2061.92
4690,KS,CDBN_151,3034.08
