,location,genotype,SW
807,MI,CDBN_177,384.400770708169
808,MI,CDBN_108,346.254129340183
809,MI,CDBN_109,197.214308450278
810,MI,CDBN_156,743.594933501049
811,MI,CDBN_282,638.863252726253
812,MI,CDBN_194,230.25020783535
813,MI,CDBN_130,156.95256381856
814,MI,CDBN_113,257.723243997523
815,MI,CDBN_132,167.997373865052
816,MI,CDBN_162,559.991246216839
817,MI,CDBN_153,629.990151993944
818,MI,CDBN_292,612.963391129243
819,MI,CDBN_105,316.754825024888
820,MI,CDBN_231,375.801913368384
821,MI,CDBN_276,337.746023407029
822,MI,CDBN_137,334.754914712649
823,MI,CDBN_150,387.686247380889
824,MI,CDBN_169,188.839679198851
825,MI,CDBN_258,459.566737588397
826,MI,CDBN_264,365.800298386894
827,MI,CDBN_266,335.745647668207
828,MI,CDBN_152,434.47545019133
829,MI,CDBN_230,413.484384685276
830,MI,CDBN_135,381.490639192387
831,MI,CDBN_222,409.74920505849
832,MI,CDBN_148,351.621992247867
833,MI,CDBN_227,354.646106332876
834,MI,CDBN_149,409.74920505849
835,MI,CDBN_117,438.677340425288
836,MI,CDBN_118,412.356699999771
837,MI,CDBN_122,199.820427312664
838,MI,CDBN_260,421.554247211662
839,MI,CDBN_202,370.582001633781
840,MI,CDBN_131,195.261459319737
841,MI,CDBN_209,188.839454621044
842,MI,CDBN_151,167.872823834104
843,MN,CDBN_171,542.0
844,MN,CDBN_172,557.0
845,MN,CDBN_063,514.0
846,MN,CDBN_161,465.0
847,MN,CDBN_071,558.0
848,MN,CDBN_060,460.0
849,MN,CDBN_061,502.0
850,MN,CDBN_160,597.0
851,MN,CDBN_168,668.0
852,MN,CDBN_163,641.0
853,MN,CDBN_189,643.0
854,MN,CDBN_091,496.0
855,MN,CDBN_092,632.0
856,MN,CDBN_020,544.0
857,MN,CDBN_078,539.0
858,MN,CDBN_165,524.0
859,MN,CDBN_158,605.0
860,MN,CDBN_002,565.577193810025
861,MN,CDBN_051,593.707996643507
862,MN,CDBN_159,542.5752505211
863,MN,CDBN_278,578.562384484234
864,MN,CDBN_123,610.488438002207
865,MN,CDBN_284,579.301289189834
866,MN,CDBN_285,594.486119837012
867,MN,CDBN_166,594.486119837012
868,MN,CDBN_087,652.651668252719
869,MN,CDBN_294,380.530964291644
870,MN,CDBN_105,302.799004963711
871,MN,CDBN_177,384.726810377981
872,MN,CDBN_323,292.640586732671
873,MN,CDBN_231,351.622410415225
874,MN,CDBN_276,308.776657206018
875,MN,CDBN_095,350.806581156721
876,MN,CDBN_311,360.566700664261
877,MN,CDBN_221,301.791689577937
878,MN,CDBN_150,368.774723118406
879,MN,CDBN_108,278.790970765605
880,MN,CDBN_137,366.687881516281
881,MN,CDBN_145,204.782351889679
882,MN,CDBN_146,174.862339797856
883,MN,CDBN_169,199.820664949621
884,MN,CDBN_109,160.848549445262
885,MN,CDBN_111,195.851860723506
886,MN,CDBN_194,176.839340910581
887,MN,CDBN_113,219.764006509515
888,MN,CDBN_132,176.839340910581
889,MN,CDBN_258,305.655235848887
890,MN,CDBN_266,264.794144775101
891,MN,CDBN_152,366.687445432294
892,MN,CDBN_238,153.864440298422
893,MN,CDBN_090,399.640854625329
894,MN,CDBN_222,296.659496402713
895,MN,CDBN_274,230.835811704706
896,MN,CDBN_264,325.856587643497
897,MN,CDBN_227,308.776289993021
898,MN,CDBN_149,365.800298386894
899,MN,CDBN_230,349.724263685234
900,MN,CDBN_135,307.728880596844
901,MN,CDBN_209,180.858201754286
902,MN,CDBN_117,351.621992247867
903,MN,CDBN_118,341.817912584588
904,MN,CDBN_106,189.867044788509
905,MN,CDBN_107,155.87366666658
906,MN,CDBN_122,211.761143790732
907,MN,CDBN_260,389.68416666645
908,MN,CDBN_131,185.064206446246
909,MN,CDBN_151,171.815291666571
910,MN,CDBN_202,354.646106332876
911,MN,CDBN_191,310.67970547928
912,MT,CDBN_054,392.0
913,MT,CDBN_351,361.0
914,MT,CDBN_345,365.0
915,MT,CDBN_332,381.0
916,MT,CDBN_339,386.0
917,MT,CDBN_067,337.0
918,MT,CDBN_062,219.0
919,MT,CDBN_068,229.0
920,MT,CDBN_172,469.0
921,MT,CDBN_063,467.0
922,MT,CDBN_095,398.0
923,MT,CDBN_342,351.0
924,MT,CDBN_069,368.0
925,MT,CDBN_161,440.0
926,MT,CDBN_059,347.0
927,MT,CDBN_071,512.0
928,MT,CDBN_310,186.0
929,MT,CDBN_060,463.0
930,MT,CDBN_061,480.0
931,MT,CDBN_349,209.0
932,MT,CDBN_171,519.0
933,MT,CDBN_185,415.0
934,MT,CDBN_173,375.0
935,MT,CDBN_160,650.0
936,MT,CDBN_070,387.0
937,MT,CDBN_236,347.0
938,MT,CDBN_235,383.0
939,MT,CDBN_218,417.0
940,MT,CDBN_343,418.0
941,MT,CDBN_253,384.0
942,MT,CDBN_237,358.0
943,MT,CDBN_064,183.0
944,MT,CDBN_058,351.0
945,MT,CDBN_217,384.0
946,MT,CDBN_167,488.0
947,MT,CDBN_261,369.0
948,MT,CDBN_143,340.0
949,MT,CDBN_243,404.0
950,MT,CDBN_295,196.0
951,MT,CDBN_066,617.0
952,MT,CDBN_269,338.0
953,MT,CDBN_055,406.0
954,MT,CDBN_195,422.0
955,MT,CDBN_305,464.0
956,MT,CDBN_174,424.0
957,MT,CDBN_214,399.0
958,MT,CDBN_141,468.0
959,MT,CDBN_142,427.0
960,MT,CDBN_255,197.0
961,MT,CDBN_270,374.0
962,MT,CDBN_197,200.0
963,MT,CDBN_210,407.0
964,MT,CDBN_085,324.0
965,MT,CDBN_228,187.0
966,MT,CDBN_184,385.0
967,MT,CDBN_254,371.0
968,MT,CDBN_215,198.0
969,MT,CDBN_168,504.0
970,MT,CDBN_163,538.0
971,MT,CDBN_096,437.0
972,MT,CDBN_056,186.0
973,MT,CDBN_272,352.0
974,MT,CDBN_198,369.0
975,MT,CDBN_200,182.0
976,MT,CDBN_189,548.0
977,MT,CDBN_206,420.0
978,MT,CDBN_211,398.0
979,MT,CDBN_216,366.0
980,MT,CDBN_091,425.0
981,MT,CDBN_244,211.0
982,MT,CDBN_035,390.0
983,MT,CDBN_178,228.0
984,MT,CDBN_139,390.0
985,MT,CDBN_353,362.0
986,MT,CDBN_320,219.0
987,MT,CDBN_252,208.0
988,MT,CDBN_304,364.0
989,MT,CDBN_204,179.0
990,MT,CDBN_212,187.0
991,MT,CDBN_213,354.0
992,MT,CDBN_225,423.0
993,MT,CDBN_092,600.0
994,MT,CDBN_181,224.0
995,MT,CDBN_183,219.0
996,MT,CDBN_019,411.0
997,MT,CDBN_020,607.0
998,MT,CDBN_302,364.0
999,MT,CDBN_078,512.0
1000,MT,CDBN_165,537.0
1001,MT,CDBN_158,583.0
1002,MT,CDBN_094,427.0
1003,MT,CDBN_082,378.0
1004,MT,CDBN_223,298.0
1005,MT,CDBN_245,485.0
1006,MT,CDBN_324,385.0
1007,MT,CDBN_224,394.0
1008,MT,CDBN_087,741.0
1009,MT,CDBN_275,370.0
1010,MT,CDBN_170,560.0
1011,MT,CDBN_121,230.0
1012,MT,CDBN_026,200.0
1013,MT,CDBN_196,410.0
1014,MT,CDBN_208,300.0
1015,MT,CDBN_234,200.0
1016,MT,CDBN_316,210.0
1017,MT,CDBN_084,400.0
1018,MT,CDBN_011,434.0
1019,MT,CDBN_016,443.0
1020,MT,CDBN_052,508.0
1021,MT,CDBN_089,405.0
1022,MT,CDBN_123,642.0
1023,MT,CDBN_263,399.0
1024,MT,CDBN_126,535.0
1025,MT,CDBN_127,616.0
1026,MT,CDBN_028,235.0
1027,MT,CDBN_129,225.0
1028,MT,CDBN_079,682.0
1029,MT,CDBN_010,370.0
1030,MT,CDBN_012,423.0
1031,MT,CDBN_015,382.0
1032,MT,CDBN_277,204.0
1033,MT,CDBN_116,199.0
1034,MT,CDBN_298,356.0
1035,MT,CDBN_299,418.0
1036,MT,CDBN_249,433.0
1037,MT,CDBN_250,401.0
1038,MT,CDBN_251,287.0
1039,MT,CDBN_017,372.0
1040,MT,CDBN_021,363.0
1041,MT,CDBN_125,499.0
1042,MT,CDBN_027,453.0
1043,MT,CDBN_164,533.0
1044,MT,CDBN_044,186.0
1045,MT,CDBN_046,389.0
1046,MT,CDBN_285,467.0
1047,MT,CDBN_219,356.0
1048,MT,CDBN_311,363.0
1049,MT,CDBN_053,417.0
1050,MT,CDBN_065,378.0
1051,MT,CDBN_314,354.0
1052,MT,CDBN_317,360.0
1053,MT,CDBN_186,391.703721447012
1054,MT,CDBN_006,282.788596905012
1055,MT,CDBN_187,338.754973439611
1056,MT,CDBN_296,348.649430772974
1057,MT,CDBN_300,331.81631999681
1058,MT,CDBN_306,312.82269616251
1059,MT,CDBN_312,306.688917806383
1060,MT,CDBN_274,243.736114688683
1061,MT,CDBN_004,406.445259350932
1062,MT,CDBN_294,394.771896810827
1063,MT,CDBN_003,374.251575441947
1064,MT,CDBN_005,398.237848494855
1065,MT,CDBN_050,151.703314192522
1066,MT,CDBN_297,377.051462540016
1067,MT,CDBN_182,329.40661542167
1068,MT,CDBN_286,488.785462753922
1069,MT,CDBN_287,244.524479480129
1070,MT,CDBN_288,237.483198657403
1071,MT,CDBN_146,198.595844761664
1072,MT,CDBN_097,202.587275317392
1073,MT,CDBN_322,203.587481793375
1074,MT,CDBN_289,192.608454112798
1075,MT,CDBN_045,195.598494797602
1076,MT,CDBN_047,221.480912810371
1077,MT,CDBN_072,215.585983572072
1078,MT,CDBN_074,230.484201949004
1079,MT,CDBN_238,205.524653119909
1080,MT,CDBN_080,213.555983726761
1081,MT,CDBN_090,514.861418201634
1082,MT,CDBN_134,192.608454112798
1083,MT,CDBN_081,258.457498253926
1084,MT,CDBN_309,418.057981046673
1085,MT,CDBN_313,357.159771209165
1086,MT,CDBN_315,189.629142740652
1087,MT,CDBN_136,214.262120659254
1088,MT,CDBN_246,235.266031864958
1089,MT,CDBN_323,374.560618856845
1090,MT,CDBN_188,555.873663524068
1091,MT,CDBN_180,189.86727058838
1092,MT,CDBN_240,199.556933319683
1093,MT,CDBN_153,617.133210116517
1094,MT,CDBN_308,371.492964320753
1095,MT,CDBN_319,363.164859436061
1096,ND,CDBN_054,382.0
1097,ND,CDBN_351,181.0
1098,ND,CDBN_345,346.0
1099,ND,CDBN_332,366.0
1100,ND,CDBN_067,388.0
1101,ND,CDBN_062,190.0
1102,ND,CDBN_068,232.0
1103,ND,CDBN_095,371.0
1104,ND,CDBN_342,329.0
1105,ND,CDBN_069,316.0
1106,ND,CDBN_059,358.0
1107,ND,CDBN_310,179.0
1108,ND,CDBN_349,183.0
1109,ND,CDBN_185,373.0
1110,ND,CDBN_173,355.0
1111,ND,CDBN_070,346.0
1112,ND,CDBN_236,338.0
1113,ND,CDBN_235,358.0
1114,ND,CDBN_218,355.0
1115,ND,CDBN_343,355.0
1116,ND,CDBN_171,590.0
1117,ND,CDBN_052,461.0
1118,ND,CDBN_172,754.0
1119,ND,CDBN_063,637.0
1120,ND,CDBN_064,181.0
1121,ND,CDBN_262,321.0
1122,ND,CDBN_083,332.0
1123,ND,CDBN_143,336.0
1124,ND,CDBN_253,399.0
1125,ND,CDBN_237,334.0
1126,ND,CDBN_058,332.0
1127,ND,CDBN_217,407.0
1128,ND,CDBN_167,473.0
1129,ND,CDBN_261,388.0
1130,ND,CDBN_243,373.0
1131,ND,CDBN_066,491.0
1132,ND,CDBN_269,282.0
1133,ND,CDBN_055,395.0
1134,ND,CDBN_195,418.0
1135,ND,CDBN_305,401.0
1136,ND,CDBN_174,381.0
1137,ND,CDBN_214,324.0
1138,ND,CDBN_141,429.0
1139,ND,CDBN_142,375.0
1140,ND,CDBN_295,193.0
1141,ND,CDBN_184,348.0
1142,ND,CDBN_254,345.0
1143,ND,CDBN_255,198.0
1144,ND,CDBN_270,330.0
1145,ND,CDBN_197,212.0
1146,ND,CDBN_210,411.0
1147,ND,CDBN_215,190.0
1148,ND,CDBN_228,198.0
1149,ND,CDBN_096,406.0
1150,ND,CDBN_056,185.0
1151,ND,CDBN_272,321.0
1152,ND,CDBN_198,312.0
1153,ND,CDBN_200,180.0
1154,ND,CDBN_206,417.0
1155,ND,CDBN_211,376.0
1156,ND,CDBN_216,356.0
1157,ND,CDBN_244,226.0
1158,ND,CDBN_035,407.0
1159,ND,CDBN_178,246.0
1160,ND,CDBN_139,391.0
1161,ND,CDBN_353,379.0
1162,ND,CDBN_320,185.0
1163,ND,CDBN_252,172.0
1164,ND,CDBN_304,308.0
1165,ND,CDBN_204,169.0
1166,ND,CDBN_212,142.0
1167,ND,CDBN_213,308.0
1168,ND,CDBN_225,329.0
1169,ND,CDBN_181,228.0
1170,ND,CDBN_183,208.0
1171,ND,CDBN_019,444.0
1172,ND,CDBN_302,351.0
1173,ND,CDBN_082,367.0
1174,ND,CDBN_223,362.0
1175,ND,CDBN_224,382.0
1176,ND,CDBN_275,340.0
1177,ND,CDBN_170,540.0
1178,ND,CDBN_121,220.0
1179,ND,CDBN_026,190.0
1180,ND,CDBN_196,380.0
1181,ND,CDBN_208,300.0
1182,ND,CDBN_234,180.0
1183,ND,CDBN_316,190.0
1184,ND,CDBN_084,340.0
1185,ND,CDBN_010,377.0
1186,ND,CDBN_011,386.0
1187,ND,CDBN_012,403.0
1188,ND,CDBN_015,372.0
1189,ND,CDBN_016,385.0
1190,ND,CDBN_277,214.0
1191,ND,CDBN_116,206.0
1192,ND,CDBN_298,345.0
1193,ND,CDBN_299,410.0
1194,ND,CDBN_249,398.0
1195,ND,CDBN_250,351.0
1196,ND,CDBN_251,305.0
1197,ND,CDBN_017,363.0
1198,ND,CDBN_089,373.0
1199,ND,CDBN_263,352.0
1200,ND,CDBN_125,508.0
1201,ND,CDBN_126,405.0
1202,ND,CDBN_127,468.0
1203,ND,CDBN_027,436.0
1204,ND,CDBN_028,204.0
1205,ND,CDBN_164,502.0
1206,ND,CDBN_044,203.0
1207,ND,CDBN_046,356.0
1208,ND,CDBN_285,461.0
1209,ND,CDBN_079,418.0
1210,ND,CDBN_219,334.0
1211,ND,CDBN_311,385.0
1212,ND,CDBN_053,394.0
1213,ND,CDBN_065,363.0
1214,ND,CDBN_314,348.0
1215,ND,CDBN_317,344.0
1216,ND,CDBN_013,360.0
1217,ND,CDBN_014,360.0
1218,ND,CDBN_051,550.0
1219,ND,CDBN_293,210.0
1220,ND,CDBN_242,350.0
1221,ND,CDBN_239,160.0
1222,ND,CDBN_159,500.0
1223,ND,CDBN_247,340.0
1224,ND,CDBN_278,510.0
1225,ND,CDBN_024,410.0
1226,ND,CDBN_268,220.0
1227,ND,CDBN_036,190.0
1228,ND,CDBN_037,180.0
1229,ND,CDBN_048,360.0
1230,ND,CDBN_271,170.0
1231,ND,CDBN_193,380.0
1232,ND,CDBN_128,280.0
1233,ND,CDBN_303,190.0
1234,ND,CDBN_199,370.0
1235,ND,CDBN_232,170.0
1236,ND,CDBN_203,180.0
1237,ND,CDBN_098,200.0
1238,ND,CDBN_165,480.0
1239,ND,CDBN_307,190.0
1240,ND,CDBN_138,220.0
1241,ND,CDBN_318,290.0
1242,ND,CDBN_300,380.0
1243,ND,CDBN_039,210.0
1244,ND,CDBN_284,540.0
1245,ND,CDBN_238,230.0
1246,ND,CDBN_324,370.0
1247,ND,CDBN_290,370.0
1248,ND,CDBN_087,520.0
1249,ND,CDBN_273,200.0
1250,ND,CDBN_274,300.0
1251,ND,CDBN_002,490.370712903394
1252,ND,CDBN_115,207.784200382794
1253,ND,CDBN_168,604.790545914186
1254,ND,CDBN_123,582.27587860801
1255,ND,CDBN_259,442.529667742088
1256,ND,CDBN_166,558.611957433054
1257,ND,CDBN_226,431.582216399277
1258,ND,CDBN_009,180.858416840367
1259,ND,CDBN_154,537.432357151232
1260,ND,CDBN_241,410.491320756235
1261,ND,CDBN_267,230.836086226789
1262,ND,CDBN_038,186.817508004794
1263,ND,CDBN_040,392.721133710511
1264,ND,CDBN_043,186.817508004794
1265,ND,CDBN_179,408.642260752829
1266,ND,CDBN_201,184.838186404091
1267,ND,CDBN_086,356.598199241855
1268,ND,CDBN_088,650.778923150129
1269,ND,CDBN_155,293.777791085259
1270,ND,CDBN_296,368.774723118406
1271,ND,CDBN_321,198.857040524174
1272,ND,CDBN_248,203.861981768827
1273,ND,CDBN_301,204.782351889679
1274,ND,CDBN_257,198.857040524174
1275,ND,CDBN_146,173.856998633821
1276,ND,CDBN_265,357.723114696877
1277,ND,CDBN_042,194.842315049673
1278,ND,CDBN_093,532.386043938544
1279,ND,CDBN_306,337.746023407029
1280,ND,CDBN_312,307.729246564206
1281,ND,CDBN_144,414.618747198939
1282,ND,CDBN_288,207.784200382794
1283,ND,CDBN_097,184.838186404091
1284,ND,CDBN_030,181.800765304866
1285,ND,CDBN_031,531.761910241078
1286,ND,CDBN_032,416.522414541451
1287,ND,CDBN_033,167.873023477291
1288,ND,CDBN_034,211.761395628216
1289,ND,CDBN_192,218.80989360137
1290,ND,CDBN_041,557.23944648113
1291,ND,CDBN_076,159.828368370557
1292,ND,CDBN_077,239.742552555835
1293,ND,CDBN_207,192.854128161411
1294,ND,CDBN_186,364.624525269807
1295,ND,CDBN_006,316.754825024888
1296,ND,CDBN_187,313.688042486611
1297,ND,CDBN_008,330.607076848134
1298,ND,CDBN_007,421.554748546134
1299,ND,CDBN_147,159.828368370557
1300,ND,CDBN_023,207.784200382794
1301,ND,CDBN_124,188.839679198851
1302,ND,CDBN_073,200.793673942293
1303,ND,CDBN_075,192.854128161411
1304,ND,CDBN_175,203.861981768827
1305,ND,CDBN_001,143.860738799759
1306,ND,CDBN_005,363.747321119198
1307,ND,CDBN_294,399.641329899242
1308,ND,CDBN_050,145.849810107923
1309,ND,CDBN_297,296.659849205781
1310,ND,CDBN_182,332.790102300543
1311,ND,CDBN_287,205.804405370072
1312,ND,CDBN_279,444.698930819255
1313,ND,CDBN_289,165.847498879576
1314,ND,CDBN_045,153.864623282103
1315,ND,CDBN_047,170.844786981409
1316,ND,CDBN_072,175.811205207612
1317,ND,CDBN_134,169.821381293763
1318,ND,CDBN_291,481.521135281995
1319,ND,CDBN_322,151.855677748791
1320,ND,CDBN_003,305.44977066373
1321,ND,CDBN_286,496.815892043417
1322,ND,CDBN_074,179.640756212135
1323,ND,CDBN_080,179.640756212135
1324,ND,CDBN_090,417.288785129383
1325,ND,CDBN_081,221.480912810371
1326,ND,CDBN_309,362.294656098754
1327,ND,CDBN_313,326.32583412636
1328,ND,CDBN_315,154.651520434927
1329,ND,CDBN_136,169.440758100725
1330,ND,CDBN_246,205.524653119909
1331,ND,CDBN_323,321.469106616329
1332,ND,CDBN_188,446.889565946443
1333,ND,CDBN_180,177.949356389031
1334,ND,CDBN_240,156.195905453044
1335,ND,CDBN_153,461.907239751161
1336,ND,CDBN_308,336.493256257893
1337,ND,CDBN_319,287.447978096096
1338,ND,CDBN_099,269.034940353286
1339,ND,CDBN_101,296.07892260812
1340,ND,CDBN_110,284.920169243492
1341,ND,CDBN_111,172.010963001759
1342,ND,CDBN_282,425.110505562924
1343,ND,CDBN_283,431.171967144144
1344,ND,CDBN_057,421.94689249827
1345,ND,CDBN_112,439.10252607516
1346,ND,CDBN_221,341.047300327549
1347,ND,CDBN_049,324.923287561347
1348,ND,CDBN_229,359.994372567968
1349,ND,CDBN_145,189.787828215749
1350,ND,CDBN_103,198.944258524403
1351,ND,CDBN_104,177.879572327702
1352,ND,CDBN_106,170.523650163774
1353,ND,CDBN_107,177.879572327702
1354,ND,CDBN_177,416.140283885908
1355,ND,CDBN_108,335.994747730104
1356,ND,CDBN_109,206.178595198018
1357,ND,CDBN_280,487.734311221118
1358,ND,CDBN_156,589.081700565766
1359,ND,CDBN_194,193.843123690444
1360,ND,CDBN_130,153.760308283268
1361,ND,CDBN_113,213.958919545113
1362,ND,CDBN_132,167.997373865052
1363,ND,CDBN_162,458.174655995596
1364,ND,CDBN_105,338.502171220627
1365,ND,CDBN_169,165.847498879576
1366,ND,CDBN_231,272.755808439952
1367,ND,CDBN_276,326.091236114766
1368,ND,CDBN_137,342.59283190003
1369,ND,CDBN_150,292.640586732671
1370,ND,CDBN_209,154.283119047533
1371,ND,CDBN_149,260.535537047529
1372,ND,CDBN_117,258.899754566066
1373,ND,CDBN_118,264.948814252189
1374,ND,CDBN_258,280.514761904606
1375,ND,CDBN_260,280.1682334773
1376,ND,CDBN_264,191.389185653902
1377,ND,CDBN_202,247.72931185131
1378,ND,CDBN_131,150.245899304322
1379,ND,CDBN_227,199.820427312664
1380,ND,CDBN_151,133.488042966377
1381,ND,CDBN_122,176.83913060419
1382,ND,CDBN_191,272.755484064791
1383,ND,CDBN_266,293.777441709681
1384,NE,CDBN_054,270.0
1385,NE,CDBN_351,138.0
1386,NE,CDBN_171,385.0
1387,NE,CDBN_345,293.0
1388,NE,CDBN_332,304.0
1389,NE,CDBN_339,402.0
1390,NE,CDBN_067,322.0
1391,NE,CDBN_062,192.0
1392,NE,CDBN_068,211.0
1393,NE,CDBN_172,414.0
1394,NE,CDBN_063,404.0
1395,NE,CDBN_095,267.0
1396,NE,CDBN_342,258.0
1397,NE,CDBN_069,230.0
1398,NE,CDBN_161,384.0
1399,NE,CDBN_059,287.0
1400,NE,CDBN_071,411.0
1401,NE,CDBN_310,148.0
1402,NE,CDBN_060,360.0
1403,NE,CDBN_061,361.0
1404,NE,CDBN_349,144.0
1405,NE,CDBN_185,414.0
1406,NE,CDBN_173,324.0
1407,NE,CDBN_160,568.0
1408,NE,CDBN_070,374.0
1409,NE,CDBN_236,343.0
1410,NE,CDBN_235,363.0
1411,NE,CDBN_218,329.0
1412,NE,CDBN_343,363.0
1413,NE,CDBN_052,463.0
1414,NE,CDBN_064,178.0
1415,NE,CDBN_262,349.0
1416,NE,CDBN_083,359.0
1417,NE,CDBN_143,336.0
1418,NE,CDBN_253,362.0
1419,NE,CDBN_237,364.0
1420,NE,CDBN_058,308.0
1421,NE,CDBN_217,370.0
1422,NE,CDBN_167,476.0
1423,NE,CDBN_261,357.0
1424,NE,CDBN_243,364.0
1425,NE,CDBN_295,189.0
1426,NE,CDBN_066,552.0
1427,NE,CDBN_269,259.0
1428,NE,CDBN_055,414.0
1429,NE,CDBN_195,406.0
1430,NE,CDBN_305,406.0
1431,NE,CDBN_174,366.0
1432,NE,CDBN_214,329.0
1433,NE,CDBN_141,435.0
1434,NE,CDBN_142,386.0
1435,NE,CDBN_255,176.0
1436,NE,CDBN_270,348.0
1437,NE,CDBN_197,191.0
1438,NE,CDBN_210,397.0
1439,NE,CDBN_085,323.0
1440,NE,CDBN_228,181.0
1441,NE,CDBN_168,547.0
1442,NE,CDBN_163,520.0
1443,NE,CDBN_254,333.0
1444,NE,CDBN_096,413.0
1445,NE,CDBN_056,207.0
1446,NE,CDBN_272,337.0
1447,NE,CDBN_198,343.0
1448,NE,CDBN_200,187.0
1449,NE,CDBN_189,537.0
1450,NE,CDBN_206,407.0
1451,NE,CDBN_211,397.0
1452,NE,CDBN_215,177.0
1453,NE,CDBN_216,343.0
1454,NE,CDBN_091,480.666666666667
1455,NE,CDBN_244,178.333333333333
1456,NE,CDBN_035,326.0
1457,NE,CDBN_178,182.0
1458,NE,CDBN_139,314.666666666667
1459,NE,CDBN_353,314.0
1460,NE,CDBN_092,601.0
1461,NE,CDBN_320,184.0
1462,NE,CDBN_181,207.0
1463,NE,CDBN_183,198.0
1464,NE,CDBN_019,378.0
1465,NE,CDBN_020,550.0
1466,NE,CDBN_252,202.0
1467,NE,CDBN_302,304.0
1468,NE,CDBN_078,503.0
1469,NE,CDBN_165,503.0
1470,NE,CDBN_212,165.0
1471,NE,CDBN_213,307.0
1472,NE,CDBN_158,610.0
1473,NE,CDBN_094,558.0
1474,NE,CDBN_082,280.0
1475,NE,CDBN_223,275.0
1476,NE,CDBN_225,362.0
1477,NE,CDBN_245,384.0
1478,NE,CDBN_304,313.0
1479,NE,CDBN_324,288.0
1480,NE,CDBN_204,188.0
1481,NE,CDBN_224,290.0
1482,NE,CDBN_087,643.0
1483,NE,CDBN_010,332.0
1484,NE,CDBN_011,331.0
1485,NE,CDBN_012,387.666666666667
1486,NE,CDBN_015,335.0
1487,NE,CDBN_016,353.0
1488,NE,CDBN_277,182.0
1489,NE,CDBN_116,182.0
1490,NE,CDBN_298,320.333333333333
1491,NE,CDBN_299,376.666666666667
1492,NE,CDBN_249,404.666666666667
1493,NE,CDBN_250,373.666666666667
1494,NE,CDBN_251,249.666666666667
1495,NE,CDBN_017,363.666666666667
1496,NE,CDBN_021,354.666666666667
1497,NE,CDBN_089,338.0
1498,NE,CDBN_026,197.0
1499,NE,CDBN_263,318.333333333333
1500,NE,CDBN_125,485.333333333333
1501,NE,CDBN_126,399.0
1502,NE,CDBN_127,459.666666666667
1503,NE,CDBN_027,424.666666666667
1504,NE,CDBN_028,191.0
1505,NE,CDBN_164,525.666666666667
1506,NE,CDBN_044,176.0
1507,NE,CDBN_046,353.666666666667
1508,NE,CDBN_285,498.0
1509,NE,CDBN_079,503.333333333333
1510,NE,CDBN_219,355.666666666667
1511,NE,CDBN_311,368.666666666667
1512,NE,CDBN_053,388.666666666667
1513,NE,CDBN_065,334.666666666667
1514,NE,CDBN_314,323.333333333333
1515,NE,CDBN_317,314.333333333333
1516,NE,CDBN_051,510.0
1517,NE,CDBN_293,190.0
1518,NE,CDBN_242,430.0
1519,NE,CDBN_239,170.0
1520,NE,CDBN_159,490.0
1521,NE,CDBN_300,340.0
1522,NE,CDBN_278,520.0
1523,NE,CDBN_024,390.0
1524,NE,CDBN_268,230.0
1525,NE,CDBN_037,200.0
1526,NE,CDBN_039,190.0
1527,NE,CDBN_048,420.0
1528,NE,CDBN_193,410.0
1529,NE,CDBN_128,330.0
1530,NE,CDBN_284,520.0
1531,NE,CDBN_303,190.0
1532,NE,CDBN_238,200.0
1533,NE,CDBN_307,220.0
1534,NE,CDBN_290,340.0
1535,NE,CDBN_138,220.0
1536,NE,CDBN_273,190.0
1537,NE,CDBN_274,280.0
1538,NE,CDBN_318,390.0
1539,NE,CDBN_002,574.168239791949
1540,NE,CDBN_115,219.657583261811
1541,NE,CDBN_275,376.425650983933
1542,NE,CDBN_123,506.807720039821
1543,NE,CDBN_259,403.193697276124
1544,NE,CDBN_196,346.254129340183
1545,NE,CDBN_203,193.018259334315
1546,NE,CDBN_098,204.782351889679
1547,NE,CDBN_166,419.993434662629
1548,NE,CDBN_084,376.425650983933
1549,NE,CDBN_226,355.759144655404
1550,NE,CDBN_009,177.670548153404
1551,NE,CDBN_154,534.897298862783
1552,NE,CDBN_241,411.235638654252
1553,NE,CDBN_267,227.023478196016
1554,NE,CDBN_038,194.591552739442
1555,NE,CDBN_040,377.365149280898
1556,NE,CDBN_043,183.71523265923
1557,NE,CDBN_093,563.46945271508
1558,NE,CDBN_179,369.977903291713
1559,NE,CDBN_201,185.064426534329
1560,NE,CDBN_086,364.917867607112
1561,NE,CDBN_088,569.840338486985
1562,NE,CDBN_155,287.995498054374
1563,NE,CDBN_296,361.140851461497
1564,NE,CDBN_321,180.140154660699
1565,NE,CDBN_248,210.093983064215
1566,NE,CDBN_301,164.166814851842
1567,NE,CDBN_257,178.50960623205
1568,NE,CDBN_146,162.287266345488
1569,NE,CDBN_265,391.703721447012
1570,NE,CDBN_042,177.949356389031
1571,NE,CDBN_306,337.49472428247
1572,NE,CDBN_312,296.272311845617
1573,NE,CDBN_316,177.740168274153
1574,NE,CDBN_144,368.176062853604
1575,NE,CDBN_170,433.645228905965
1576,NE,CDBN_288,208.644392564692
1577,NE,CDBN_097,175.743087731747
1578,NE,CDBN_030,165.183142547575
1579,NE,CDBN_031,485.126106348278
1580,NE,CDBN_032,466.659371847366
1581,NE,CDBN_033,174.997264442762
