,location,genotype,SW
3094,AZ,CDBN_304,320.0
3095,AZ,CDBN_198,360.0
3096,AZ,CDBN_324,320.0
3097,AZ,CDBN_204,180.0
3098,AZ,CDBN_095,360.0
3099,AZ,CDBN_178,210.0
3100,AZ,CDBN_310,210.0
3101,AZ,CDBN_224,330.0
3102,AZ,CDBN_225,400.0
3103,AZ,CDBN_087,650.0
3104,AZ,CDBN_275,380.0
3105,AZ,CDBN_170,520.0
3106,AZ,CDBN_121,270.0
3107,AZ,CDBN_026,210.0
3108,AZ,CDBN_196,350.0
3109,AZ,CDBN_208,340.0
3110,AZ,CDBN_234,200.0
3111,AZ,CDBN_235,360.0
3112,AZ,CDBN_218,330.0
3113,AZ,CDBN_316,190.0
3114,AZ,CDBN_084,410.0
3115,AZ,CDBN_011,346.0
3116,AZ,CDBN_016,344.666666666667
3117,AZ,CDBN_168,495.333333333333
3118,AZ,CDBN_052,373.0
3119,AZ,CDBN_089,357.5
3120,AZ,CDBN_123,487.666666666667
3121,AZ,CDBN_263,329.666666666667
3122,AZ,CDBN_126,427.0
3123,AZ,CDBN_127,441.666666666667
3124,AZ,CDBN_028,188.0
3125,AZ,CDBN_129,182.0
3126,AZ,CDBN_079,488.0
3127,AZ,CDBN_010,328.0
3128,AZ,CDBN_012,388.0
3129,AZ,CDBN_015,337.0
3130,AZ,CDBN_277,200.0
3131,AZ,CDBN_116,175.0
3132,AZ,CDBN_298,349.0
3133,AZ,CDBN_299,354.0
3134,AZ,CDBN_249,399.0
3135,AZ,CDBN_250,381.0
3136,AZ,CDBN_251,283.0
3137,AZ,CDBN_017,369.0
3138,AZ,CDBN_021,347.0
3139,AZ,CDBN_125,490.0
3140,AZ,CDBN_027,432.0
3141,AZ,CDBN_164,508.0
3142,AZ,CDBN_035,348.0
3143,AZ,CDBN_044,340.0
3144,AZ,CDBN_046,321.0
3145,AZ,CDBN_285,477.0
3146,AZ,CDBN_219,370.0
3147,AZ,CDBN_311,369.0
3148,AZ,CDBN_053,403.0
3149,AZ,CDBN_065,347.0
3150,AZ,CDBN_314,355.0
3151,AZ,CDBN_317,283.0
3152,AZ,CDBN_013,430.0
3153,AZ,CDBN_014,450.0
3154,AZ,CDBN_051,540.0
3155,AZ,CDBN_293,240.0
3156,AZ,CDBN_242,430.0
3157,AZ,CDBN_239,180.0
3158,AZ,CDBN_159,500.0
3159,AZ,CDBN_247,400.0
3160,AZ,CDBN_278,510.0
3161,AZ,CDBN_024,420.0
3162,AZ,CDBN_268,240.0
3163,AZ,CDBN_036,220.0
3164,AZ,CDBN_037,240.0
3165,AZ,CDBN_048,400.0
3166,AZ,CDBN_271,190.0
3167,AZ,CDBN_193,420.0
3168,AZ,CDBN_128,360.0
3169,AZ,CDBN_303,210.0
3170,AZ,CDBN_199,410.0
3171,AZ,CDBN_232,180.0
3172,AZ,CDBN_203,210.0
3173,AZ,CDBN_098,210.0
3174,AZ,CDBN_165,550.0
3175,AZ,CDBN_307,240.0
3176,AZ,CDBN_138,240.0
3177,AZ,CDBN_318,390.0
3178,AZ,CDBN_300,340.0
3179,AZ,CDBN_039,220.0
3180,AZ,CDBN_284,610.0
3181,AZ,CDBN_238,180.0
3182,AZ,CDBN_290,350.0
3183,AZ,CDBN_273,190.0
3184,AZ,CDBN_274,280.0
3185,AZ,CDBN_002,497.906596526498
3186,AZ,CDBN_115,208.740409312305
3187,AZ,CDBN_259,326.32583412636
3188,AZ,CDBN_166,436.1470283035
3189,AZ,CDBN_226,396.844190232406
3190,AZ,CDBN_009,214.871108212051
3191,AZ,CDBN_154,654.535222850851
3192,AZ,CDBN_241,424.712462018389
3193,AZ,CDBN_267,269.995779425976
3194,AZ,CDBN_038,224.884932789112
3195,AZ,CDBN_040,444.698930819255
3196,AZ,CDBN_043,214.871108212051
3197,AZ,CDBN_093,624.783621812176
3198,AZ,CDBN_179,288.728777489268
3199,AZ,CDBN_201,209.51173645988
3200,AZ,CDBN_086,410.120171279964
3201,AZ,CDBN_088,680.049339483718
3202,AZ,CDBN_155,265.414224362574
3203,AZ,CDBN_296,350.264794930996
3204,AZ,CDBN_288,177.392612215737
3205,AZ,CDBN_146,159.659595014305
3206,AZ,CDBN_097,139.99781155421
3207,AZ,CDBN_265,342.076100630196
3208,AZ,CDBN_030,417.288785129383
3209,AZ,CDBN_031,514.861418201634
3210,AZ,CDBN_032,307.520616566535
3211,AZ,CDBN_033,122.361184093779
3212,AZ,CDBN_034,159.997498919097
3213,AZ,CDBN_192,152.365774079825
3214,AZ,CDBN_041,527.433615622837
3215,AZ,CDBN_076,139.99781155421
3216,AZ,CDBN_077,127.342198044817
3217,AZ,CDBN_306,329.40661542167
3218,AZ,CDBN_207,127.342198044817
3219,AZ,CDBN_312,257.430709100817
3220,AZ,CDBN_186,429.538739995871
3221,AZ,CDBN_006,382.456078782158
3222,AZ,CDBN_187,377.051462540016
3223,AZ,CDBN_008,426.710168801166
3224,AZ,CDBN_147,181.873660559599
3225,AZ,CDBN_023,243.605214519678
3226,AZ,CDBN_124,319.206832818888
3227,AZ,CDBN_073,312.176813100922
3228,AZ,CDBN_075,304.220596536311
3229,AZ,CDBN_175,218.80989360137
3230,AZ,CDBN_003,230.016688354787
3231,AZ,CDBN_005,234.900522752791
3232,AZ,CDBN_004,256.267180472113
3233,AZ,CDBN_321,153.864623282103
3234,AZ,CDBN_279,474.966397314806
3235,AZ,CDBN_022,449.99296570996
3236,AZ,CDBN_301,169.630856183859
3237,AZ,CDBN_257,179.640756212135
3238,AZ,CDBN_322,161.478429845368
3239,AZ,CDBN_047,166.151248877524
3240,AZ,CDBN_001,119.998124189323
3241,AZ,CDBN_294,305.038943803389
3242,AZ,CDBN_050,119.998124189323
3243,AZ,CDBN_297,296.659849205781
3244,AZ,CDBN_182,316.754825024888
3245,AZ,CDBN_287,209.996717331315
3246,AZ,CDBN_289,109.988581337449
3247,AZ,CDBN_045,124.991157188107
3248,AZ,CDBN_072,149.997655236653
3249,AZ,CDBN_134,126.666548292555
3250,AZ,CDBN_246,190.505211858732
3251,AZ,CDBN_286,574.168239791949
3252,AZ,CDBN_074,186.894482668166
3253,AZ,CDBN_080,161.248812454902
3254,AZ,CDBN_090,555.193279602986
3255,AZ,CDBN_081,239.615905671231
3256,AZ,CDBN_309,369.07478391834
3257,AZ,CDBN_313,352.442043073535
3258,AZ,CDBN_315,165.968865508833
3259,AB,CDBN_010,362.03
3260,AB,CDBN_011,348.77
3261,AB,CDBN_012,396.77
3262,AB,CDBN_015,361.17
3263,AB,CDBN_016,352.5
3264,AB,CDBN_277,183.12
3265,AB,CDBN_116,182.81
3266,AB,CDBN_298,321.76
3267,AB,CDBN_299,344.9
3268,AB,CDBN_249,374.46
3269,AB,CDBN_250,351.88
3270,AB,CDBN_251,228.2
3271,AB,CDBN_017,320.05
3272,AB,CDBN_019,299.26
3273,AB,CDBN_021,307.09
3274,AB,CDBN_089,339.12
3275,AB,CDBN_026,176.77
3276,AB,CDBN_263,294.09
3277,AB,CDBN_125,386.07
3278,AB,CDBN_126,352.77
3279,AB,CDBN_127,420.48
3280,AB,CDBN_027,388.15
3281,AB,CDBN_028,190.96
3282,AB,CDBN_164,476.43
3283,AB,CDBN_035,331.15
3284,AB,CDBN_044,181.75
3285,AB,CDBN_046,344.63
3286,AB,CDBN_304,317.48
3287,AB,CDBN_285,422.08
3288,AB,CDBN_079,459.21
3289,AB,CDBN_095,335.49
3290,AB,CDBN_219,337.22
3291,AB,CDBN_311,345.15
3292,AB,CDBN_053,401.25
3293,AB,CDBN_065,327.4
3294,AB,CDBN_314,302.59
3295,AB,CDBN_317,289.84
3296,AB,CDBN_013,430.0
3297,AB,CDBN_014,460.0
3298,AB,CDBN_051,550.0
3299,AB,CDBN_293,240.0
3300,AB,CDBN_242,480.0
3301,AB,CDBN_239,180.0
3302,AB,CDBN_159,520.0
3303,AB,CDBN_247,460.0
3304,AB,CDBN_278,530.0
3305,AB,CDBN_024,460.0
3306,AB,CDBN_268,250.0
3307,AB,CDBN_036,210.0
3308,AB,CDBN_037,220.0
3309,AB,CDBN_048,400.0
3310,AB,CDBN_271,200.0
3311,AB,CDBN_193,430.0
3312,AB,CDBN_128,370.0
3313,AB,CDBN_303,200.0
3314,AB,CDBN_199,400.0
3315,AB,CDBN_232,220.0
3316,AB,CDBN_203,220.0
3317,AB,CDBN_098,230.0
3318,AB,CDBN_165,510.0
3319,AB,CDBN_307,250.0
3320,AB,CDBN_138,240.0
3321,AB,CDBN_318,390.0
3322,AB,CDBN_300,300.0
3323,AB,CDBN_039,180.0
3324,AB,CDBN_238,170.0
3325,AB,CDBN_324,310.0
3326,AB,CDBN_290,320.0
3327,AB,CDBN_273,170.0
3328,AB,CDBN_274,240.0
3329,AB,CDBN_002,415.378122193809
3330,AB,CDBN_115,211.366686596291
3331,AB,CDBN_168,464.746833438155
3332,AB,CDBN_275,313.254771709696
3333,AB,CDBN_171,463.796430915787
3334,AB,CDBN_123,457.712320318506
3335,AB,CDBN_259,317.197838766182
3336,AB,CDBN_284,423.522791256433
3337,AB,CDBN_196,358.00545338251
3338,AB,CDBN_166,419.993434662629
3339,AB,CDBN_084,340.279752014734
3340,AB,CDBN_226,321.697098890525
3341,AB,CDBN_087,328.690514083797
3342,AB,CDBN_009,156.844021243306
3343,AB,CDBN_154,548.479938858089
3344,AB,CDBN_241,319.656736741113
3345,AB,CDBN_267,161.881837771463
3346,AB,CDBN_038,177.809842977515
3347,AB,CDBN_040,343.630991996697
3348,AB,CDBN_043,151.855677748791
3349,AB,CDBN_093,549.809587194715
3350,AB,CDBN_179,283.672863937236
3351,AB,CDBN_201,159.828368370557
3352,AB,CDBN_086,311.747704079478
3353,AB,CDBN_088,547.817523472995
3354,AB,CDBN_155,326.796044261988
3355,AB,CDBN_296,386.03651866863
3356,AB,CDBN_321,180.570425730748
3357,AB,CDBN_248,220.726476611017
3358,AB,CDBN_301,171.038050315098
3359,AB,CDBN_257,195.514185101569
3360,AB,CDBN_146,185.518572366315
3361,AB,CDBN_265,380.850469719261
3362,AB,CDBN_042,180.714306548064
3363,AB,CDBN_306,333.034441582702
3364,AB,CDBN_312,323.071872817407
3365,AB,CDBN_316,187.978826952192
3366,AB,CDBN_144,378.941444808387
3367,AB,CDBN_170,598.407532236992
3368,AB,CDBN_288,187.667732493024
3369,AB,CDBN_097,157.115659659037
3370,AB,CDBN_030,161.535936408704
3371,AB,CDBN_031,595.266285348609
3372,AB,CDBN_032,353.81662202468
3373,AB,CDBN_033,150.99630806779
3374,AB,CDBN_034,189.787828215749
3375,AB,CDBN_192,182.82664628603
3376,AB,CDBN_041,596.048501229487
3377,AB,CDBN_076,162.8699854347
3378,AB,CDBN_077,197.557887384861
3379,AB,CDBN_207,152.827799675081
3380,AB,CDBN_186,421.163332809322
3381,AB,CDBN_006,363.164859436061
3382,AB,CDBN_187,369.375333416645
3383,AB,CDBN_008,356.038390451837
3384,AB,CDBN_007,416.522414541451
3385,AB,CDBN_147,176.015874829507
3386,AB,CDBN_023,197.300091098582
3387,AB,CDBN_124,196.360566855255
3388,AB,CDBN_073,193.264980586127
3389,AB,CDBN_075,208.356871582747
3390,AB,CDBN_175,216.305631585904
3391,AB,CDBN_003,281.909825628117
3392,AB,CDBN_005,323.302145000456
3393,AB,CDBN_294,385.380551771996
3394,AB,CDBN_050,161.077027498452
3395,AB,CDBN_297,310.680074955918
3396,AB,CDBN_246,186.127578758982
3397,AB,CDBN_182,312.82269616251
3398,AB,CDBN_286,523.779341149699
3399,AB,CDBN_287,197.128600363164
3400,AB,CDBN_322,177.879572327702
3401,AB,CDBN_289,183.49227727979
3402,AB,CDBN_045,185.139963034955
3403,AB,CDBN_047,188.13476127567
3404,AB,CDBN_072,177.046412738345
3405,AB,CDBN_074,192.52670179781
3406,AB,CDBN_080,177.115544488731
3407,AB,CDBN_090,503.992121595155
3408,AB,CDBN_134,176.495295500249
3409,AB,CDBN_081,209.996717331315
3410,AB,CDBN_309,354.09282547669
3411,AB,CDBN_313,308.986995528365
3412,AB,CDBN_315,171.815495998348
3413,AB,CDBN_136,152.827799675081
3414,AB,CDBN_323,364.039253158619
3415,AB,CDBN_188,451.336228294169
3416,AB,CDBN_180,169.75782538759
3417,AB,CDBN_153,475.963178841175
3418,AB,CDBN_308,340.535217294024
3419,AB,CDBN_319,440.381465471495
3420,AB,CDBN_025,382.778826527966
3421,AB,CDBN_280,519.579506799129
3422,AB,CDBN_049,358.855149869968
3423,AB,CDBN_100,171.16713563609
3424,AB,CDBN_120,423.127714025783
3425,AB,CDBN_276,332.546121287126
3426,AB,CDBN_281,540.635172152133
3427,AB,CDBN_133,336.243817224344
3428,AB,CDBN_112,529.898258686495
3429,AB,CDBN_220,358.00545338251
3430,AB,CDBN_099,307.938159834107
3431,AB,CDBN_101,314.995075996972
3432,AB,CDBN_102,163.98875973812
3433,AB,CDBN_110,293.968184987453
3434,AB,CDBN_111,199.996873648871
3435,AB,CDBN_282,501.207634735514
3436,AB,CDBN_283,505.114598480668
3437,AB,CDBN_057,551.145697977691
3438,AB,CDBN_221,323.071872817407
3439,AB,CDBN_229,300.392655255391
3440,AB,CDBN_145,149.700630176779
3441,AB,CDBN_103,182.900366707919
3442,AB,CDBN_104,162.578103740373
3443,AB,CDBN_106,148.71898670021
3444,AB,CDBN_107,173.127064670092
3445,AB,CDBN_177,357.159771209165
3446,AB,CDBN_108,317.197838766182
3447,AB,CDBN_109,200.704827183911
3448,AB,CDBN_156,533.638716983106
3449,AB,CDBN_194,134.997889712988
3450,AB,CDBN_130,141.747784198637
3451,AB,CDBN_113,160.848549445262
3452,AB,CDBN_132,178.579885604583
3453,AB,CDBN_162,509.654954422067
3454,AB,CDBN_292,546.497481247759
3455,AB,CDBN_105,377.679358397702
3456,AB,CDBN_169,199.820664949621
3457,AB,CDBN_231,356.598199241855
3458,AB,CDBN_137,347.5807735139
3459,AB,CDBN_150,407.540799133549
3460,AB,CDBN_258,410.490832578958
3461,AB,CDBN_264,319.65635658897
3462,AB,CDBN_266,292.829160748708
3463,AB,CDBN_152,525.599501737831
3464,AB,CDBN_230,363.746888532276
3465,AB,CDBN_209,183.863952168524
3466,AB,CDBN_135,313.687669432744
3467,AB,CDBN_222,359.993944444245
3468,AB,CDBN_148,346.783157492162
3469,AB,CDBN_227,328.690123188223
3470,AB,CDBN_149,341.817912584588
3471,AB,CDBN_117,386.69426257438
3472,AB,CDBN_118,323.763290506601
3473,AB,CDBN_122,147.89447994775
3474,AB,CDBN_260,370.582001633781
3475,AB,CDBN_202,336.742665181699
3476,AB,CDBN_131,192.853898809417
3477,AB,CDBN_151,131.896589124672
3478,MB,CDBN_010,358.0
3479,MB,CDBN_011,358.0
3480,MB,CDBN_012,395.0
3481,MB,CDBN_015,361.0
3482,MB,CDBN_016,370.0
3483,MB,CDBN_277,195.0
3484,MB,CDBN_116,185.0
3485,MB,CDBN_298,350.0
3486,MB,CDBN_299,352.0
3487,MB,CDBN_249,387.0
3488,MB,CDBN_250,324.0
3489,MB,CDBN_251,266.0
3490,MB,CDBN_017,355.0
3491,MB,CDBN_019,316.0
3492,MB,CDBN_021,325.0
3493,MB,CDBN_089,320.0
3494,MB,CDBN_026,185.0
3495,MB,CDBN_263,341.0
3496,MB,CDBN_125,479.0
3497,MB,CDBN_126,388.0
3498,MB,CDBN_127,442.0
3499,MB,CDBN_027,400.0
3500,MB,CDBN_028,196.0
3501,MB,CDBN_164,481.0
3502,MB,CDBN_035,360.0
3503,MB,CDBN_044,186.0
3504,MB,CDBN_046,360.0
3505,MB,CDBN_304,340.0
3506,MB,CDBN_285,442.0
3507,MB,CDBN_079,424.0
3508,MB,CDBN_095,339.0
3509,MB,CDBN_219,347.0
3510,MB,CDBN_311,368.0
3511,MB,CDBN_053,397.0
3512,MB,CDBN_065,348.0
3513,MB,CDBN_314,325.0
3514,MB,CDBN_317,317.0
3515,MB,CDBN_013,380.0
3516,MB,CDBN_014,350.0
3517,MB,CDBN_051,410.0
3518,MB,CDBN_293,210.0
3519,MB,CDBN_242,350.0
3520,MB,CDBN_239,170.0
3521,MB,CDBN_159,390.0
3522,MB,CDBN_247,340.0
3523,MB,CDBN_278,420.0
3524,MB,CDBN_024,410.0
3525,MB,CDBN_268,220.0
3526,MB,CDBN_036,180.0
3527,MB,CDBN_037,180.0
3528,MB,CDBN_048,330.0
3529,MB,CDBN_271,170.0
3530,MB,CDBN_193,370.0
3531,MB,CDBN_128,280.0
3532,MB,CDBN_303,160.0
3533,MB,CDBN_199,290.0
3534,MB,CDBN_232,180.0
3535,MB,CDBN_203,220.0
3536,MB,CDBN_098,200.0
3537,MB,CDBN_165,350.0
3538,MB,CDBN_307,230.0
3539,MB,CDBN_138,190.0
3540,MB,CDBN_318,300.0
3541,MB,CDBN_171,310.0
3542,MB,CDBN_300,300.0
3543,MB,CDBN_039,170.0
3544,MB,CDBN_284,300.0
3545,MB,CDBN_238,160.0
3546,MB,CDBN_324,290.0
3547,MB,CDBN_290,300.0
3548,MB,CDBN_087,610.0
3549,MB,CDBN_273,160.0
3550,MB,CDBN_274,240.0
3551,NM,CDBN_010,381.75
3552,NM,CDBN_011,372.0
3553,NM,CDBN_012,398.5
3554,NM,CDBN_015,336.5
3555,NM,CDBN_016,388.25
3556,NM,CDBN_277,203.5
3557,NM,CDBN_116,198.5
3558,NM,CDBN_298,389.75
3559,NM,CDBN_299,431.75
3560,NM,CDBN_249,420.0
3561,NM,CDBN_250,393.75
3562,NM,CDBN_251,266.5
3563,NM,CDBN_017,363.25
3564,NM,CDBN_019,383.25
3565,NM,CDBN_021,382.5
3566,NM,CDBN_089,367.75
3567,NM,CDBN_026,191.75
3568,NM,CDBN_263,431.5
3569,NM,CDBN_125,479.0
3570,NM,CDBN_126,405.0
3571,NM,CDBN_127,467.5
3572,NM,CDBN_027,483.25
3573,NM,CDBN_028,207.5
3574,NM,CDBN_164,564.75
3575,NM,CDBN_035,343.5
3576,NM,CDBN_044,302.25
3577,NM,CDBN_046,349.25
3578,NM,CDBN_304,389.0
3579,NM,CDBN_285,443.25
3580,NM,CDBN_079,493.5
3581,NM,CDBN_095,374.0
3582,NM,CDBN_219,410.75
3583,NM,CDBN_311,373.0
3584,NM,CDBN_053,387.0
3585,NM,CDBN_065,383.5
3586,NM,CDBN_314,370.0
3587,NM,CDBN_317,384.0
3588,NM,CDBN_013,470.0
3589,NM,CDBN_014,420.0
3590,NM,CDBN_051,550.0
3591,NM,CDBN_293,240.0
3592,NM,CDBN_242,430.0
3593,NM,CDBN_239,200.0
3594,NM,CDBN_159,520.0
3595,NM,CDBN_247,440.0
3596,NM,CDBN_278,520.0
3597,NM,CDBN_024,430.0
3598,NM,CDBN_268,260.0
3599,NM,CDBN_036,210.0
3600,NM,CDBN_037,210.0
3601,NM,CDBN_048,410.0
3602,NM,CDBN_271,220.0
3603,NM,CDBN_193,470.0
3604,NM,CDBN_128,380.0
3605,NM,CDBN_303,270.0
3606,NM,CDBN_199,440.0
3607,NM,CDBN_232,200.0
3608,NM,CDBN_203,200.0
3609,NM,CDBN_098,230.0
3610,NM,CDBN_165,480.0
3611,NM,CDBN_307,250.0
3612,NM,CDBN_138,240.0
3613,NM,CDBN_318,410.0
3614,NM,CDBN_171,610.0
3615,NM,CDBN_300,380.0
3616,NM,CDBN_039,220.0
3617,NM,CDBN_284,560.0
3618,NM,CDBN_238,190.0
3619,NM,CDBN_324,340.0
3620,NM,CDBN_290,340.0
3621,NM,CDBN_087,640.0
3622,NM,CDBN_273,190.0
3623,NM,CDBN_274,270.0
3624,NM,CDBN_001,169.821381293763
3625,NM,CDBN_005,342.59283190003
3626,NM,CDBN_294,371.797466750524
3627,NM,CDBN_050,133.882204674038
3628,NM,CDBN_297,301.791689577937
3629,NM,CDBN_182,313.688042486611
3630,NM,CDBN_170,569.840338486985
3631,NM,CDBN_287,214.769369997935
3632,NM,CDBN_279,511.378702858669
3633,NM,CDBN_301,198.857040524174
3634,NM,CDBN_288,195.851860723506
3635,NM,CDBN_146,198.857040524174
3636,NM,CDBN_097,170.844786981409
3637,NM,CDBN_322,194.842315049673
3638,NM,CDBN_289,176.839340910581
3639,NM,CDBN_045,163.87027074987
3640,NM,CDBN_047,190.825792778982
3641,NM,CDBN_072,192.854128161411
3642,NM,CDBN_073,192.854128161411
3643,NM,CDBN_306,347.5807735139
3644,NM,CDBN_134,167.873023477291
3645,NM,CDBN_291,518.391896497874
3646,NM,CDBN_323,385.053403595619
3647,NM,CDBN_280,629.990151993944
3648,NM,CDBN_281,631.744999213983
3649,NM,CDBN_112,712.076780903673
3650,NM,CDBN_133,373.020484733256
3651,NM,CDBN_090,618.817066078635
3652,NM,CDBN_153,726.911713839166
3653,NM,CDBN_220,461.907239751161
3654,NM,CDBN_099,301.992616135579
3655,NM,CDBN_101,303.001275508109
3656,NM,CDBN_102,176.015874829507
3657,NM,CDBN_110,294.923868293654
3658,NM,CDBN_111,168.998848522966
3659,NM,CDBN_282,407.17496358675
3660,NM,CDBN_283,388.017886600205
3661,NM,CDBN_057,472.000946343017
3662,NM,CDBN_221,352.990591000498
3663,NM,CDBN_049,268.239449695825
3664,NM,CDBN_229,374.870173087306
3665,NM,CDBN_145,217.03010020844
3666,NM,CDBN_103,217.03010020844
3667,NM,CDBN_104,209.028990523336
3668,NM,CDBN_106,202.496834569482
3669,NM,CDBN_107,213.958919545113
3670,NM,CDBN_177,440.381465471495
3671,NM,CDBN_108,371.797466750524
3672,NM,CDBN_109,239.996248378645
3673,NM,CDBN_156,621.360149911835
3674,NM,CDBN_194,203.404892123605
3675,NM,CDBN_130,173.79038675695
3676,NM,CDBN_113,224.550945265168
3677,NM,CDBN_132,207.120049970612
3678,NM,CDBN_162,574.168239791949
3679,NM,CDBN_292,553.162084677609
3680,NM,CDBN_258,454.501372745239
3681,NM,CDBN_264,329.645617732375
3682,NM,CDBN_266,365.800298386894
3683,NM,CDBN_169,197.816122982882
3684,NM,CDBN_152,493.57167573422
3685,NM,CDBN_230,412.356699999771
3686,NM,CDBN_231,335.745647668207
3687,NM,CDBN_276,334.75451660498
3688,NM,CDBN_209,201.775965302379
3689,NM,CDBN_135,429.538229166428
3690,NM,CDBN_222,377.678909242088
3691,NM,CDBN_148,366.687445432294
3692,NM,CDBN_227,349.724263685234
3693,NM,CDBN_149,388.682407883246
3694,NM,CDBN_150,412.731910827796
3695,SK,CDBN_010,262.833
3696,SK,CDBN_011,242.6
3697,SK,CDBN_012,326.533
3698,SK,CDBN_015,285.6
3699,SK,CDBN_016,254.533
3700,SK,CDBN_277,166.4
3701,SK,CDBN_116,150.7
3702,SK,CDBN_298,259.3
3703,SK,CDBN_299,283.573
3704,SK,CDBN_249,308.0
3705,SK,CDBN_250,350.874
3706,SK,CDBN_251,220.443
3707,SK,CDBN_017,297.764
3708,SK,CDBN_019,272.9
3709,SK,CDBN_021,301.467
3710,SK,CDBN_089,292.452
3711,SK,CDBN_026,161.8
3712,SK,CDBN_263,266.3
3713,SK,CDBN_125,346.133
3714,SK,CDBN_126,303.106
3715,SK,CDBN_127,353.367
3716,SK,CDBN_027,302.0
3717,SK,CDBN_028,159.967
3718,SK,CDBN_164,407.998
3719,SK,CDBN_035,270.153
3720,SK,CDBN_044,167.033
3721,SK,CDBN_046,259.163
3722,SK,CDBN_304,308.233
3723,SK,CDBN_285,345.003
3724,SK,CDBN_079,346.219
3725,SK,CDBN_095,285.267
3726,SK,CDBN_219,258.4
3727,SK,CDBN_311,306.2
3728,SK,CDBN_053,345.8
3729,SK,CDBN_065,266.267
3730,SK,CDBN_314,257.303
3731,SK,CDBN_317,252.733
3732,SK,CDBN_013,390.0
3733,SK,CDBN_014,390.0
3734,SK,CDBN_051,500.0
3735,SK,CDBN_293,210.0
3736,SK,CDBN_242,400.0
3737,SK,CDBN_239,160.0
3738,SK,CDBN_159,470.0
3739,SK,CDBN_247,370.0
3740,SK,CDBN_278,460.0
3741,SK,CDBN_024,400.0
3742,SK,CDBN_268,240.0
3743,SK,CDBN_036,180.0
3744,SK,CDBN_037,190.0
3745,SK,CDBN_048,370.0
3746,SK,CDBN_271,190.0
3747,SK,CDBN_193,380.0
3748,SK,CDBN_128,330.0
3749,SK,CDBN_303,190.0
3750,SK,CDBN_199,380.0
3751,SK,CDBN_232,180.0
3752,SK,CDBN_203,200.0
3753,SK,CDBN_098,190.0
3754,SK,CDBN_165,450.0
3755,SK,CDBN_307,220.0
3756,SK,CDBN_138,230.0
3757,SK,CDBN_318,330.0
3758,SK,CDBN_171,270.0
3759,SK,CDBN_300,220.0
3760,SK,CDBN_039,150.0
3761,SK,CDBN_284,330.0
3762,SK,CDBN_238,140.0
3763,SK,CDBN_324,280.0
3764,SK,CDBN_290,270.0
3765,SK,CDBN_087,460.0
3766,SK,CDBN_273,150.0
3767,SK,CDBN_274,230.0
3768,SK,CDBN_155,275.238415919684
3769,SK,CDBN_296,346.518647391627
3770,SK,CDBN_321,151.046589888658
3771,SK,CDBN_275,326.32583412636
3772,SK,CDBN_248,184.01335068383
3773,SK,CDBN_301,149.799507739643
3774,SK,CDBN_257,178.439382154068
3775,SK,CDBN_146,141.836431968618
3776,SK,CDBN_265,367.877461018362
3777,SK,CDBN_267,163.98875973812
3778,SK,CDBN_038,148.86541169532
3779,SK,CDBN_040,325.623050563991
3780,SK,CDBN_042,157.224578660534
3781,SK,CDBN_093,498.453746632571
3782,SK,CDBN_179,339.261712367719
3783,SK,CDBN_201,140.518249515378
3784,SK,CDBN_306,303.406628385043
3785,SK,CDBN_166,388.682870124798
3786,SK,CDBN_312,272.755808439952
3787,SK,CDBN_316,161.651072500228
3788,SK,CDBN_226,338.502171220627
3789,SK,CDBN_144,328.452505022187
3790,SK,CDBN_170,505.114598480668
3791,SK,CDBN_288,136.45996072071
3792,SK,CDBN_097,134.997889712988
3793,SK,CDBN_030,110.821624587256
3794,SK,CDBN_031,490.901417138138
3795,SK,CDBN_032,288.728777489268
3796,SK,CDBN_033,123.091698625682
3797,SK,CDBN_034,145.662462888773
3798,SK,CDBN_192,150.845663264263
3799,SK,CDBN_041,528.663064610303
3800,SK,CDBN_043,124.545005336529
3801,SK,CDBN_076,147.60589308026
3802,SK,CDBN_077,132.668297582814
3803,SK,CDBN_196,320.107910681468
3804,SK,CDBN_207,114.775533764079
3805,SK,CDBN_186,249.91344872487
3806,SK,CDBN_006,213.054443135575
3807,SK,CDBN_187,231.071273273377
3808,SK,CDBN_008,222.567669006693
3809,SK,CDBN_007,425.908835150835
3810,SK,CDBN_147,145.615701263448
3811,SK,CDBN_023,165.363802200379
3812,SK,CDBN_124,142.236722933722
3813,SK,CDBN_073,161.363539464831
3814,SK,CDBN_075,164.823004882137
3815,SK,CDBN_175,155.499797543929
3816,SK,CDBN_003,225.555897282765
3817,SK,CDBN_005,268.875464988524
3818,SK,CDBN_004,246.651935527808
3819,SK,CDBN_322,135.27972246813
3820,SK,CDBN_047,140.084283334046
3821,SK,CDBN_294,394.771896810827
3822,SK,CDBN_050,146.793821823832
3823,SK,CDBN_297,314.558189622496
3824,SK,CDBN_182,271.775260296968
3825,SK,CDBN_286,615.458493128412
3826,SK,CDBN_287,234.052068852239
3827,SK,CDBN_289,178.579885604583
3828,SK,CDBN_045,190.665367564371
3829,SK,CDBN_072,204.045393358362
3830,SK,CDBN_074,197.730126170724
3831,SK,CDBN_080,191.956373015506
3832,SK,CDBN_090,571.275704578891
3833,SK,CDBN_134,174.324715386487
3834,SK,CDBN_081,251.8561407194
3835,SK,CDBN_309,423.522791256433
3836,SK,CDBN_313,394.085933480139
3837,SK,CDBN_315,174.257744692908
3838,SK,CDBN_136,165.665781386282
3839,SK,CDBN_246,180.858416840367
3840,SK,CDBN_323,319.882164623159
