"","env","Seq_ID","DM"
"X.COFR2001..1","COFR2001","CDBN_011",100
"X.COFR2001..2","COFR2001","CDBN_012",98
"X.COFR2001..3","COFR2001","CDBN_015",100
"X.COFR2001..4","COFR2001","CDBN_016",96
"X.COFR2001..5","COFR2001","CDBN_277",103
"X.COFR2001..6","COFR2001","CDBN_116",98
"X.COFR2001..7","COFR2001","CDBN_298",99
"X.COFR2001..8","COFR2001","CDBN_299",101
"X.COFR2001..9","COFR2001","CDBN_249",98
"X.COFR2001..10","COFR2001","CDBN_250",97
"X.COFR2001..11","COFR2001","CDBN_251",98
"X.COFR2001..12","COFR2001","CDBN_017",99
"X.COFR2001..13","COFR2001","CDBN_019",104
"X.COFR2001..14","COFR2001","CDBN_021",104
"X.COFR2001..15","COFR2001","CDBN_089",97
"X.COFR2001..16","COFR2001","CDBN_026",100
"X.COFR2001..17","COFR2001","CDBN_263",98
"X.COFR2001..18","COFR2001","CDBN_125",99
"X.COFR2001..19","COFR2001","CDBN_126",107
"X.COFR2001..20","COFR2001","CDBN_127",102
"X.COFR2001..21","COFR2001","CDBN_027",101
"X.COFR2001..22","COFR2001","CDBN_028",97
"X.COFR2001..23","COFR2001","CDBN_164",99
"X.COFR2001..24","COFR2001","CDBN_035",98
"X.COFR2001..25","COFR2001","CDBN_044",99
"X.COFR2001..26","COFR2001","CDBN_046",101
"X.COFR2001..27","COFR2001","CDBN_304",97
"X.COFR2001..28","COFR2001","CDBN_285",100
"X.COFR2001..29","COFR2001","CDBN_079",104
"X.COFR2001..30","COFR2001","CDBN_095",96
"X.COFR2001..31","COFR2001","CDBN_219",99
"X.COFR2001..32","COFR2001","CDBN_311",101
"X.COFR2001..33","COFR2001","CDBN_053",98
"X.COFR2001..34","COFR2001","CDBN_065",101
"X.COFR2001..35","COFR2001","CDBN_314",97
"X.COFR2001..36","COFR2001","CDBN_317",98
"X.MBMO2001.","MBMO2001","CDBN_010",109
"X.MBMO2001..1","MBMO2001","CDBN_011",109
"X.MBMO2001..2","MBMO2001","CDBN_012",99
"X.MBMO2001..3","MBMO2001","CDBN_015",107
"X.MBMO2001..4","MBMO2001","CDBN_016",106
"X.MBMO2001..5","MBMO2001","CDBN_277",107
"X.MBMO2001..6","MBMO2001","CDBN_116",105
"X.MBMO2001..7","MBMO2001","CDBN_298",103
"X.MBMO2001..8","MBMO2001","CDBN_299",94
"X.MBMO2001..9","MBMO2001","CDBN_249",98
"X.MBMO2001..10","MBMO2001","CDBN_250",93
"X.MBMO2001..11","MBMO2001","CDBN_251",97
"X.MBMO2001..12","MBMO2001","CDBN_017",106
"X.MBMO2001..13","MBMO2001","CDBN_019",107
"X.MBMO2001..14","MBMO2001","CDBN_021",105
"X.MBMO2001..15","MBMO2001","CDBN_089",95
"X.MBMO2001..16","MBMO2001","CDBN_026",108
"X.MBMO2001..17","MBMO2001","CDBN_263",106
"X.MBMO2001..18","MBMO2001","CDBN_125",110
"X.MBMO2001..19","MBMO2001","CDBN_126",104
"X.MBMO2001..20","MBMO2001","CDBN_127",105
"X.MBMO2001..21","MBMO2001","CDBN_027",107
"X.MBMO2001..22","MBMO2001","CDBN_028",98
"X.MBMO2001..23","MBMO2001","CDBN_164",106
"X.MBMO2001..24","MBMO2001","CDBN_035",104
"X.MBMO2001..25","MBMO2001","CDBN_044",107
"X.MBMO2001..26","MBMO2001","CDBN_046",103
"X.MBMO2001..27","MBMO2001","CDBN_304",99
"X.MBMO2001..28","MBMO2001","CDBN_285",106
"X.MBMO2001..29","MBMO2001","CDBN_079",100
"X.MBMO2001..30","MBMO2001","CDBN_095",94
"X.MBMO2001..31","MBMO2001","CDBN_219",108
"X.MBMO2001..32","MBMO2001","CDBN_311",108
"X.MBMO2001..33","MBMO2001","CDBN_053",97
"X.MBMO2001..34","MBMO2001","CDBN_065",109
"X.MBMO2001..35","MBMO2001","CDBN_314",106
"X.MBMO2001..36","MBMO2001","CDBN_317",98
"X.NDER2001.","NDER2001","CDBN_010",99.3
"X.NDER2001..1","NDER2001","CDBN_011",99.5
"X.NDER2001..2","NDER2001","CDBN_012",96
"X.NDER2001..3","NDER2001","CDBN_015",99.3
"X.NDER2001..4","NDER2001","CDBN_016",99
"X.NDER2001..5","NDER2001","CDBN_277",99.3
"X.NDER2001..6","NDER2001","CDBN_116",100.3
"X.NDER2001..7","NDER2001","CDBN_298",96.8
"X.NDER2001..8","NDER2001","CDBN_299",93.3
"X.NDER2001..9","NDER2001","CDBN_249",91
"X.NDER2001..10","NDER2001","CDBN_250",82
"X.NDER2001..11","NDER2001","CDBN_251",96.3
"X.NDER2001..12","NDER2001","CDBN_017",99.8
"X.NDER2001..13","NDER2001","CDBN_089",94
"X.NDER2001..14","NDER2001","CDBN_026",98.5
"X.NDER2001..15","NDER2001","CDBN_263",98
"X.NDER2001..18","NDER2001","CDBN_127",101.3
"X.NDER2001..19","NDER2001","CDBN_027",100.3
"X.NDER2001..20","NDER2001","CDBN_028",93.8
"X.NDER2001..21","NDER2001","CDBN_164",100.8
"X.NDER2001..22","NDER2001","CDBN_035",98.8
"X.NDER2001..23","NDER2001","CDBN_044",99.5
"X.NDER2001..24","NDER2001","CDBN_046",93.8
"X.NDER2001..25","NDER2001","CDBN_304",91.3
"X.NDER2001..26","NDER2001","CDBN_285",102.5
"X.NDER2001..27","NDER2001","CDBN_079",101
"X.NDER2001..28","NDER2001","CDBN_095",93
"X.NDER2001..29","NDER2001","CDBN_219",97.5
"X.NDER2001..30","NDER2001","CDBN_311",98.3
"X.NDER2001..31","NDER2001","CDBN_053",94.8
"X.NDER2001..32","NDER2001","CDBN_065",97
"X.NDER2001..33","NDER2001","CDBN_314",98.3
"X.NDER2001..34","NDER2001","CDBN_317",93
"X.NEMI2001.","NEMI2001","CDBN_010",101
"X.NEMI2001..1","NEMI2001","CDBN_011",100.666666666667
"X.NEMI2001..2","NEMI2001","CDBN_012",100.333333333333
"X.NEMI2001..3","NEMI2001","CDBN_015",100.666666666667
"X.NEMI2001..4","NEMI2001","CDBN_016",99.6666666666667
"X.NEMI2001..5","NEMI2001","CDBN_277",104
"X.NEMI2001..6","NEMI2001","CDBN_116",103
"X.NEMI2001..7","NEMI2001","CDBN_298",92.3333333333333
"X.NEMI2001..8","NEMI2001","CDBN_299",92
"X.NEMI2001..9","NEMI2001","CDBN_249",87.6666666666667
"X.NEMI2001..10","NEMI2001","CDBN_250",88.3333333333333
"X.NEMI2001..11","NEMI2001","CDBN_251",86.3333333333333
"X.NEMI2001..12","NEMI2001","CDBN_017",103.666666666667
"X.NEMI2001..13","NEMI2001","CDBN_019",103.333333333333
"X.NEMI2001..14","NEMI2001","CDBN_021",106
"X.NEMI2001..15","NEMI2001","CDBN_089",97.3333333333333
"X.NEMI2001..16","NEMI2001","CDBN_026",106.666666666667
"X.NEMI2001..17","NEMI2001","CDBN_263",94.3333333333333
"X.NEMI2001..18","NEMI2001","CDBN_125",107.333333333333
"X.NEMI2001..19","NEMI2001","CDBN_126",101.666666666667
"X.NEMI2001..20","NEMI2001","CDBN_127",101.666666666667
"X.NEMI2001..21","NEMI2001","CDBN_027",102
"X.NEMI2001..22","NEMI2001","CDBN_028",95.3333333333333
"X.NEMI2001..23","NEMI2001","CDBN_164",104
"X.NEMI2001..24","NEMI2001","CDBN_035",96.3333333333333
"X.NEMI2001..25","NEMI2001","CDBN_044",105.666666666667
"X.NEMI2001..26","NEMI2001","CDBN_046",95.6666666666667
"X.NEMI2001..27","NEMI2001","CDBN_304",95.3333333333333
"X.NEMI2001..28","NEMI2001","CDBN_285",106.333333333333
"X.NEMI2001..29","NEMI2001","CDBN_079",109
"X.NEMI2001..30","NEMI2001","CDBN_095",89.3333333333333
"X.NEMI2001..31","NEMI2001","CDBN_219",94
"X.NEMI2001..32","NEMI2001","CDBN_311",91.3333333333333
"X.NEMI2001..33","NEMI2001","CDBN_053",93.6666666666667
"X.NEMI2001..34","NEMI2001","CDBN_065",94.6666666666667
"X.NEMI2001..35","NEMI2001","CDBN_314",83.3333333333333
"X.NEMI2001..36","NEMI2001","CDBN_317",87
"X.NYFR2001.","NYFR2001","CDBN_010",82.6666666666667
"X.NYFR2001..1","NYFR2001","CDBN_011",82.3333333333333
"X.NYFR2001..2","NYFR2001","CDBN_012",74.3333333333333
"X.NYFR2001..3","NYFR2001","CDBN_015",83.6666666666667
"X.NYFR2001..4","NYFR2001","CDBN_016",79.3333333333333
"X.NYFR2001..5","NYFR2001","CDBN_277",87.3333333333333
"X.NYFR2001..6","NYFR2001","CDBN_116",87
"X.NYFR2001..7","NYFR2001","CDBN_298",76.6666666666667
"X.NYFR2001..8","NYFR2001","CDBN_299",81.6666666666667
"X.NYFR2001..9","NYFR2001","CDBN_249",75
"X.NYFR2001..10","NYFR2001","CDBN_250",71.6666666666667
"X.NYFR2001..11","NYFR2001","CDBN_251",75.3333333333333
"X.NYFR2001..12","NYFR2001","CDBN_017",78
"X.NYFR2001..13","NYFR2001","CDBN_019",92.6666666666667
"X.NYFR2001..14","NYFR2001","CDBN_021",86
"X.NYFR2001..15","NYFR2001","CDBN_089",79.3333333333333
"X.NYFR2001..16","NYFR2001","CDBN_026",88
"X.NYFR2001..17","NYFR2001","CDBN_263",76
"X.NYFR2001..18","NYFR2001","CDBN_125",94
"X.NYFR2001..19","NYFR2001","CDBN_126",87.6666666666667
"X.NYFR2001..20","NYFR2001","CDBN_127",84
"X.NYFR2001..21","NYFR2001","CDBN_027",85.3333333333333
"X.NYFR2001..22","NYFR2001","CDBN_028",82
"X.NYFR2001..23","NYFR2001","CDBN_164",90
"X.NYFR2001..24","NYFR2001","CDBN_035",80.6666666666667
"X.NYFR2001..25","NYFR2001","CDBN_044",86
"X.NYFR2001..26","NYFR2001","CDBN_046",84.6666666666667
"X.NYFR2001..27","NYFR2001","CDBN_304",80.3333333333333
"X.NYFR2001..28","NYFR2001","CDBN_285",88
"X.NYFR2001..29","NYFR2001","CDBN_079",88.3333333333333
"X.NYFR2001..30","NYFR2001","CDBN_095",73
"X.NYFR2001..31","NYFR2001","CDBN_219",75
"X.NYFR2001..32","NYFR2001","CDBN_311",74.3333333333333
"X.NYFR2001..33","NYFR2001","CDBN_053",75.3333333333333
"X.NYFR2001..34","NYFR2001","CDBN_065",80.3333333333333
"X.NYFR2001..35","NYFR2001","CDBN_314",72.6666666666667
"X.NYFR2001..36","NYFR2001","CDBN_317",75
"X.ONGU2001.","ONGU2001","CDBN_010",98.2069
"X.ONGU2001..1","ONGU2001","CDBN_011",96.4094
"X.ONGU2001..2","ONGU2001","CDBN_012",86.119
"X.ONGU2001..3","ONGU2001","CDBN_015",97.1293
"X.ONGU2001..4","ONGU2001","CDBN_016",88.7045
"X.ONGU2001..5","ONGU2001","CDBN_277",102.555
"X.ONGU2001..6","ONGU2001","CDBN_116",109.5003
"X.ONGU2001..7","ONGU2001","CDBN_298",86.5934
"X.ONGU2001..8","ONGU2001","CDBN_299",90.6698
"X.ONGU2001..9","ONGU2001","CDBN_249",85.6088
"X.ONGU2001..10","ONGU2001","CDBN_250",79.0226
"X.ONGU2001..11","ONGU2001","CDBN_251",83.9889
"X.ONGU2001..12","ONGU2001","CDBN_017",94.9721
"X.ONGU2001..13","ONGU2001","CDBN_019",115.9104
"X.ONGU2001..14","ONGU2001","CDBN_021",116.0575
"X.ONGU2001..15","ONGU2001","CDBN_089",92.1527
"X.ONGU2001..16","ONGU2001","CDBN_026",107.2337
"X.ONGU2001..17","ONGU2001","CDBN_263",90.9904
"X.ONGU2001..18","ONGU2001","CDBN_125",101.4062
"X.ONGU2001..19","ONGU2001","CDBN_126",106.2302
"X.ONGU2001..20","ONGU2001","CDBN_127",102.0261
"X.ONGU2001..21","ONGU2001","CDBN_027",106.1878
"X.ONGU2001..22","ONGU2001","CDBN_028",106.6371
"X.ONGU2001..23","ONGU2001","CDBN_164",102.4849
"X.ONGU2001..24","ONGU2001","CDBN_035",88.3357
"X.ONGU2001..25","ONGU2001","CDBN_044",112.8512
"X.ONGU2001..26","ONGU2001","CDBN_046",96.7266
"X.ONGU2001..27","ONGU2001","CDBN_304",98.8366
"X.ONGU2001..28","ONGU2001","CDBN_285",107.8995
"X.ONGU2001..29","ONGU2001","CDBN_079",110.1263
"X.ONGU2001..30","ONGU2001","CDBN_095",82.586
"X.ONGU2001..31","ONGU2001","CDBN_219",83.5429
"X.ONGU2001..32","ONGU2001","CDBN_311",88.3916
"X.ONGU2001..33","ONGU2001","CDBN_053",84.161
"X.ONGU2001..34","ONGU2001","CDBN_065",94.0877
"X.ONGU2001..35","ONGU2001","CDBN_314",86.463
"X.ONGU2001..36","ONGU2001","CDBN_317",81.981
"X.WAOT2001.","WAOT2001","CDBN_010",87
"X.WAOT2001..1","WAOT2001","CDBN_011",88
"X.WAOT2001..2","WAOT2001","CDBN_012",88
"X.WAOT2001..3","WAOT2001","CDBN_015",91
"X.WAOT2001..4","WAOT2001","CDBN_016",85
"X.WAOT2001..5","WAOT2001","CDBN_277",95
"X.WAOT2001..6","WAOT2001","CDBN_116",92
"X.WAOT2001..7","WAOT2001","CDBN_298",94
"X.WAOT2001..8","WAOT2001","CDBN_299",90
"X.WAOT2001..9","WAOT2001","CDBN_249",85
"X.WAOT2001..10","WAOT2001","CDBN_250",86
"X.WAOT2001..11","WAOT2001","CDBN_251",90
"X.WAOT2001..12","WAOT2001","CDBN_017",87
"X.WAOT2001..13","WAOT2001","CDBN_019",94
"X.WAOT2001..14","WAOT2001","CDBN_021",97
"X.WAOT2001..15","WAOT2001","CDBN_089",87
"X.WAOT2001..16","WAOT2001","CDBN_026",96
"X.WAOT2001..17","WAOT2001","CDBN_263",94
"X.WAOT2001..18","WAOT2001","CDBN_125",87
"X.WAOT2001..19","WAOT2001","CDBN_126",85
"X.WAOT2001..20","WAOT2001","CDBN_127",85
"X.WAOT2001..21","WAOT2001","CDBN_027",87
"X.WAOT2001..22","WAOT2001","CDBN_028",89
"X.WAOT2001..23","WAOT2001","CDBN_164",85
"X.WAOT2001..24","WAOT2001","CDBN_035",87
"X.WAOT2001..25","WAOT2001","CDBN_044",92
"X.WAOT2001..26","WAOT2001","CDBN_046",83
"X.WAOT2001..27","WAOT2001","CDBN_304",94
"X.WAOT2001..28","WAOT2001","CDBN_285",90
"X.WAOT2001..29","WAOT2001","CDBN_079",85
"X.WAOT2001..30","WAOT2001","CDBN_095",83
"X.WAOT2001..31","WAOT2001","CDBN_219",85
"X.WAOT2001..32","WAOT2001","CDBN_311",90
"X.WAOT2001..33","WAOT2001","CDBN_053",85
"X.WAOT2001..34","WAOT2001","CDBN_065",96
"X.WAOT2001..35","WAOT2001","CDBN_314",90
"X.WAOT2001..36","WAOT2001","CDBN_317",88
"X.WYPO2001.","WYPO2001","CDBN_010",89
"X.WYPO2001..1","WYPO2001","CDBN_011",89
"X.WYPO2001..2","WYPO2001","CDBN_012",78
"X.WYPO2001..3","WYPO2001","CDBN_015",89
"X.WYPO2001..4","WYPO2001","CDBN_016",84
"X.WYPO2001..5","WYPO2001","CDBN_277",93
"X.WYPO2001..6","WYPO2001","CDBN_116",93
"X.WYPO2001..7","WYPO2001","CDBN_298",84
"X.WYPO2001..8","WYPO2001","CDBN_299",89
"X.WYPO2001..9","WYPO2001","CDBN_249",78
"X.WYPO2001..10","WYPO2001","CDBN_250",78
"X.WYPO2001..11","WYPO2001","CDBN_251",78
"X.WYPO2001..12","WYPO2001","CDBN_017",91
"X.WYPO2001..13","WYPO2001","CDBN_019",97
"X.WYPO2001..14","WYPO2001","CDBN_021",97
"X.WYPO2001..15","WYPO2001","CDBN_089",84
"X.WYPO2001..16","WYPO2001","CDBN_026",84
"X.WYPO2001..17","WYPO2001","CDBN_263",89
"X.WYPO2001..18","WYPO2001","CDBN_125",93
"X.WYPO2001..19","WYPO2001","CDBN_126",93
"X.WYPO2001..20","WYPO2001","CDBN_127",93
"X.WYPO2001..21","WYPO2001","CDBN_027",93
"X.WYPO2001..22","WYPO2001","CDBN_028",92
"X.WYPO2001..23","WYPO2001","CDBN_164",93
"X.WYPO2001..24","WYPO2001","CDBN_035",89
"X.WYPO2001..25","WYPO2001","CDBN_044",93
"X.WYPO2001..26","WYPO2001","CDBN_046",82
"X.WYPO2001..27","WYPO2001","CDBN_304",84
"X.WYPO2001..28","WYPO2001","CDBN_285",91
"X.WYPO2001..29","WYPO2001","CDBN_079",93
"X.WYPO2001..30","WYPO2001","CDBN_095",78
"X.WYPO2001..31","WYPO2001","CDBN_219",87
"X.WYPO2001..32","WYPO2001","CDBN_311",84
"X.WYPO2001..33","WYPO2001","CDBN_053",78
"X.WYPO2001..34","WYPO2001","CDBN_065",84
"X.WYPO2001..35","WYPO2001","CDBN_314",82
"X.WYPO2001..36","WYPO2001","CDBN_317",81
"X.WYTO2001.","WYTO2001","CDBN_010",90
"X.WYTO2001..1","WYTO2001","CDBN_011",94
"X.WYTO2001..2","WYTO2001","CDBN_012",92
"X.WYTO2001..3","WYTO2001","CDBN_015",95
"X.WYTO2001..4","WYTO2001","CDBN_016",93
"X.WYTO2001..5","WYTO2001","CDBN_277",95
"X.WYTO2001..6","WYTO2001","CDBN_116",95
"X.WYTO2001..7","WYTO2001","CDBN_298",90
"X.WYTO2001..8","WYTO2001","CDBN_299",95
"X.WYTO2001..9","WYTO2001","CDBN_249",89
"X.WYTO2001..10","WYTO2001","CDBN_250",92
"X.WYTO2001..11","WYTO2001","CDBN_251",92
"X.WYTO2001..12","WYTO2001","CDBN_017",90
"X.WYTO2001..13","WYTO2001","CDBN_019",94
"X.WYTO2001..14","WYTO2001","CDBN_021",95
"X.WYTO2001..15","WYTO2001","CDBN_089",92
"X.WYTO2001..16","WYTO2001","CDBN_026",92
"X.WYTO2001..17","WYTO2001","CDBN_263",92
"X.WYTO2001..18","WYTO2001","CDBN_125",90
"X.WYTO2001..19","WYTO2001","CDBN_126",90
"X.WYTO2001..20","WYTO2001","CDBN_127",95
"X.WYTO2001..21","WYTO2001","CDBN_027",93
"X.WYTO2001..22","WYTO2001","CDBN_028",95
"X.WYTO2001..23","WYTO2001","CDBN_164",95
"X.WYTO2001..24","WYTO2001","CDBN_035",90
"X.WYTO2001..25","WYTO2001","CDBN_044",92
"X.WYTO2001..26","WYTO2001","CDBN_046",93
"X.WYTO2001..27","WYTO2001","CDBN_304",95
"X.WYTO2001..28","WYTO2001","CDBN_285",93
"X.WYTO2001..29","WYTO2001","CDBN_079",93
"X.WYTO2001..30","WYTO2001","CDBN_095",92
"X.WYTO2001..31","WYTO2001","CDBN_219",89
"X.WYTO2001..32","WYTO2001","CDBN_311",89
"X.WYTO2001..33","WYTO2001","CDBN_053",92
"X.WYTO2001..34","WYTO2001","CDBN_065",94
"X.WYTO2001..35","WYTO2001","CDBN_314",94
"X.WYTO2001..36","WYTO2001","CDBN_317",95
"X.ABBI2000.","ABBI2000","CDBN_010",121
"X.ABBI2000..1","ABBI2000","CDBN_013",119
"X.ABBI2000..2","ABBI2000","CDBN_014",115
"X.ABBI2000..3","ABBI2000","CDBN_051",123
"X.ABBI2000..4","ABBI2000","CDBN_293",119
"X.ABBI2000..5","ABBI2000","CDBN_277",124
"X.ABBI2000..6","ABBI2000","CDBN_242",120
"X.ABBI2000..7","ABBI2000","CDBN_116",120
"X.ABBI2000..8","ABBI2000","CDBN_239",122
"X.ABBI2000..9","ABBI2000","CDBN_159",117
"X.ABBI2000..10","ABBI2000","CDBN_299",117
"X.ABBI2000..11","ABBI2000","CDBN_247",112
"X.ABBI2000..12","ABBI2000","CDBN_249",113
"X.ABBI2000..13","ABBI2000","CDBN_278",118
"X.ABBI2000..14","ABBI2000","CDBN_089",115
"X.ABBI2000..15","ABBI2000","CDBN_024",117
"X.ABBI2000..16","ABBI2000","CDBN_268",117
"X.ABBI2000..17","ABBI2000","CDBN_036",123
"X.ABBI2000..18","ABBI2000","CDBN_037",122
"X.ABBI2000..19","ABBI2000","CDBN_048",122
"X.ABBI2000..20","ABBI2000","CDBN_271",124
"X.ABBI2000..21","ABBI2000","CDBN_193",118
"X.ABBI2000..22","ABBI2000","CDBN_128",110
"X.ABBI2000..23","ABBI2000","CDBN_303",118
"X.ABBI2000..24","ABBI2000","CDBN_304",119
"X.ABBI2000..25","ABBI2000","CDBN_199",117
"X.ABBI2000..26","ABBI2000","CDBN_232",126
"X.ABBI2000..27","ABBI2000","CDBN_203",121
"X.ABBI2000..28","ABBI2000","CDBN_098",119
"X.ABBI2000..29","ABBI2000","CDBN_165",116
"X.ABBI2000..30","ABBI2000","CDBN_307",122
"X.ABBI2000..31","ABBI2000","CDBN_138",120
"X.ABBI2000..32","ABBI2000","CDBN_318",117
"X.ABBR2000.","ABBR2000","CDBN_010",124
"X.ABBR2000..1","ABBR2000","CDBN_013",122
"X.ABBR2000..2","ABBR2000","CDBN_014",119
"X.ABBR2000..3","ABBR2000","CDBN_051",133
"X.ABBR2000..4","ABBR2000","CDBN_293",121
"X.ABBR2000..5","ABBR2000","CDBN_277",125
"X.ABBR2000..6","ABBR2000","CDBN_242",123
"X.ABBR2000..7","ABBR2000","CDBN_116",124
"X.ABBR2000..8","ABBR2000","CDBN_239",122
"X.ABBR2000..9","ABBR2000","CDBN_159",128
"X.ABBR2000..10","ABBR2000","CDBN_299",121
"X.ABBR2000..11","ABBR2000","CDBN_247",118
"X.ABBR2000..12","ABBR2000","CDBN_249",120
"X.ABBR2000..13","ABBR2000","CDBN_278",129
"X.ABBR2000..14","ABBR2000","CDBN_089",120
"X.ABBR2000..15","ABBR2000","CDBN_024",127
"X.ABBR2000..16","ABBR2000","CDBN_268",122
"X.ABBR2000..17","ABBR2000","CDBN_036",122
"X.ABBR2000..18","ABBR2000","CDBN_037",127
"X.ABBR2000..19","ABBR2000","CDBN_048",125
"X.ABBR2000..20","ABBR2000","CDBN_271",122
"X.ABBR2000..21","ABBR2000","CDBN_193",121
"X.ABBR2000..22","ABBR2000","CDBN_128",116
"X.ABBR2000..23","ABBR2000","CDBN_303",126
"X.ABBR2000..24","ABBR2000","CDBN_304",121
"X.ABBR2000..25","ABBR2000","CDBN_199",121
"X.ABBR2000..26","ABBR2000","CDBN_232",123
"X.ABBR2000..27","ABBR2000","CDBN_203",122
"X.ABBR2000..28","ABBR2000","CDBN_098",117
"X.ABBR2000..29","ABBR2000","CDBN_165",125
"X.ABBR2000..30","ABBR2000","CDBN_307",121
"X.ABBR2000..31","ABBR2000","CDBN_138",124
"X.ABBR2000..32","ABBR2000","CDBN_318",122
"X.ABLE2000.","ABLE2000","CDBN_010",97
"X.ABLE2000..1","ABLE2000","CDBN_013",98
"X.ABLE2000..2","ABLE2000","CDBN_014",96
"X.ABLE2000..3","ABLE2000","CDBN_051",100
"X.ABLE2000..4","ABLE2000","CDBN_293",96
"X.ABLE2000..5","ABLE2000","CDBN_277",99
"X.ABLE2000..6","ABLE2000","CDBN_242",96
"X.ABLE2000..7","ABLE2000","CDBN_116",98
"X.ABLE2000..8","ABLE2000","CDBN_239",98
"X.ABLE2000..9","ABLE2000","CDBN_159",97
"X.ABLE2000..10","ABLE2000","CDBN_299",95
"X.ABLE2000..11","ABLE2000","CDBN_247",90
"X.ABLE2000..12","ABLE2000","CDBN_249",92
"X.ABLE2000..13","ABLE2000","CDBN_278",95
"X.ABLE2000..14","ABLE2000","CDBN_089",90
"X.ABLE2000..15","ABLE2000","CDBN_024",99
"X.ABLE2000..16","ABLE2000","CDBN_268",98
"X.ABLE2000..17","ABLE2000","CDBN_036",94
"X.ABLE2000..18","ABLE2000","CDBN_037",94
"X.ABLE2000..19","ABLE2000","CDBN_048",101
"X.ABLE2000..20","ABLE2000","CDBN_271",99
"X.ABLE2000..21","ABLE2000","CDBN_193",99
"X.ABLE2000..22","ABLE2000","CDBN_128",89
"X.ABLE2000..23","ABLE2000","CDBN_303",96
"X.ABLE2000..24","ABLE2000","CDBN_304",95
"X.ABLE2000..25","ABLE2000","CDBN_199",98
"X.ABLE2000..26","ABLE2000","CDBN_232",98
"X.ABLE2000..27","ABLE2000","CDBN_203",95
"X.ABLE2000..28","ABLE2000","CDBN_098",95
"X.ABLE2000..29","ABLE2000","CDBN_165",92
"X.ABLE2000..30","ABLE2000","CDBN_307",100
"X.ABLE2000..31","ABLE2000","CDBN_138",101
"X.ABLE2000..32","ABLE2000","CDBN_318",93
"X.CACH2000.","CACH2000","CDBN_010",92
"X.CACH2000..1","CACH2000","CDBN_013",87
"X.CACH2000..2","CACH2000","CDBN_014",87
"X.CACH2000..3","CACH2000","CDBN_051",90
"X.CACH2000..4","CACH2000","CDBN_293",86
"X.CACH2000..5","CACH2000","CDBN_277",90
"X.CACH2000..6","CACH2000","CDBN_242",95
"X.CACH2000..7","CACH2000","CDBN_116",88
"X.CACH2000..8","CACH2000","CDBN_239",88
"X.CACH2000..9","CACH2000","CDBN_159",95
"X.CACH2000..10","CACH2000","CDBN_299",90
"X.CACH2000..11","CACH2000","CDBN_247",87
"X.CACH2000..12","CACH2000","CDBN_249",91
"X.CACH2000..13","CACH2000","CDBN_278",95
"X.CACH2000..14","CACH2000","CDBN_089",83
"X.CACH2000..15","CACH2000","CDBN_024",86
"X.CACH2000..16","CACH2000","CDBN_268",89
"X.CACH2000..17","CACH2000","CDBN_036",90
"X.CACH2000..18","CACH2000","CDBN_037",89
"X.CACH2000..19","CACH2000","CDBN_048",87
"X.CACH2000..20","CACH2000","CDBN_271",89
"X.CACH2000..21","CACH2000","CDBN_193",87
"X.CACH2000..22","CACH2000","CDBN_128",86
"X.CACH2000..23","CACH2000","CDBN_303",89
"X.CACH2000..24","CACH2000","CDBN_304",88
"X.CACH2000..25","CACH2000","CDBN_199",85
"X.CACH2000..26","CACH2000","CDBN_232",87
"X.CACH2000..27","CACH2000","CDBN_203",87
"X.CACH2000..28","CACH2000","CDBN_098",89
"X.CACH2000..29","CACH2000","CDBN_165",89
"X.CACH2000..30","CACH2000","CDBN_307",90
"X.CACH2000..31","CACH2000","CDBN_138",90
"X.CACH2000..32","CACH2000","CDBN_318",89
"X.COFC2000.","COFC2000","CDBN_010",95
"X.COFC2000..1","COFC2000","CDBN_013",93
"X.COFC2000..2","COFC2000","CDBN_014",91
"X.COFC2000..3","COFC2000","CDBN_051",100
"X.COFC2000..4","COFC2000","CDBN_293",94
"X.COFC2000..5","COFC2000","CDBN_277",101
"X.COFC2000..6","COFC2000","CDBN_242",96
"X.COFC2000..7","COFC2000","CDBN_116",96
"X.COFC2000..8","COFC2000","CDBN_239",95
"X.COFC2000..9","COFC2000","CDBN_159",100
"X.COFC2000..10","COFC2000","CDBN_299",93
"X.COFC2000..11","COFC2000","CDBN_247",93
"X.COFC2000..12","COFC2000","CDBN_249",90
"X.COFC2000..13","COFC2000","CDBN_278",100
"X.COFC2000..14","COFC2000","CDBN_089",86
"X.COFC2000..15","COFC2000","CDBN_024",92
"X.COFC2000..16","COFC2000","CDBN_268",95
"X.COFC2000..17","COFC2000","CDBN_036",95
"X.COFC2000..18","COFC2000","CDBN_037",96
"X.COFC2000..19","COFC2000","CDBN_048",94
"X.COFC2000..20","COFC2000","CDBN_271",98
"X.COFC2000..21","COFC2000","CDBN_193",97
"X.COFC2000..22","COFC2000","CDBN_128",90
"X.COFC2000..23","COFC2000","CDBN_303",96
"X.COFC2000..24","COFC2000","CDBN_304",92
"X.COFC2000..25","COFC2000","CDBN_199",90
"X.COFC2000..26","COFC2000","CDBN_232",101
"X.COFC2000..27","COFC2000","CDBN_203",99
"X.COFC2000..28","COFC2000","CDBN_098",99
"X.COFC2000..29","COFC2000","CDBN_165",100
"X.COFC2000..30","COFC2000","CDBN_307",94
"X.COFC2000..31","COFC2000","CDBN_138",97
"X.COFC2000..32","COFC2000","CDBN_318",93
"X.COFR2000.","COFR2000","CDBN_010",91
