"","env","Seq_ID","DM"
"X.COFC2011..4","COFC2011","CDBN_253",90
"X.COFC2011..5","COFC2011","CDBN_269",97
"X.COFC2011..6","COFC2011","CDBN_055",100
"X.COFC2011..7","COFC2011","CDBN_195",100
"X.COFC2011..8","COFC2011","CDBN_237",95
"X.COFC2011..9","COFC2011","CDBN_172",100
"X.COFC2011..10","COFC2011","CDBN_305",90
"X.COFC2011..11","COFC2011","CDBN_174",100
"X.COFC2011..12","COFC2011","CDBN_063",100
"X.COFC2011..13","COFC2011","CDBN_095",90
"X.COFC2011..14","COFC2011","CDBN_064",105
"X.COFC2011..15","COFC2011","CDBN_214",95
"X.COFC2011..16","COFC2011","CDBN_217",95
"X.COFC2011..17","COFC2011","CDBN_217",95
"X.COFC2011..18","COFC2011","CDBN_310",95
"X.COFC2011..19","COFC2011","CDBN_167",100
"X.COFC2011..20","COFC2011","CDBN_141",95
"X.COFC2011..21","COFC2011","CDBN_142",95
"X.COFC2011..22","COFC2011","CDBN_143",95
"X.IDKI2011.","IDKI2011","CDBN_243",87
"X.IDKI2011..1","IDKI2011","CDBN_295",99
"X.IDKI2011..2","IDKI2011","CDBN_066",97
"X.IDKI2011..3","IDKI2011","CDBN_171",97
"X.IDKI2011..4","IDKI2011","CDBN_253",92
"X.IDKI2011..5","IDKI2011","CDBN_269",90
"X.IDKI2011..6","IDKI2011","CDBN_055",98
"X.IDKI2011..7","IDKI2011","CDBN_195",100
"X.IDKI2011..8","IDKI2011","CDBN_237",97
"X.IDKI2011..9","IDKI2011","CDBN_172",98
"X.IDKI2011..10","IDKI2011","CDBN_305",84
"X.IDKI2011..11","IDKI2011","CDBN_174",97
"X.IDKI2011..12","IDKI2011","CDBN_063",98
"X.IDKI2011..13","IDKI2011","CDBN_095",83
"X.IDKI2011..14","IDKI2011","CDBN_064",100
"X.IDKI2011..15","IDKI2011","CDBN_214",91
"X.IDKI2011..16","IDKI2011","CDBN_217",99
"X.IDKI2011..17","IDKI2011","CDBN_217",100
"X.IDKI2011..18","IDKI2011","CDBN_310",99
"X.IDKI2011..19","IDKI2011","CDBN_167",102
"X.IDKI2011..20","IDKI2011","CDBN_141",91
"X.IDKI2011..21","IDKI2011","CDBN_142",96
"X.IDKI2011..22","IDKI2011","CDBN_143",97
"X.MIEN2011.","MIEN2011","CDBN_066",102
"X.MIEN2011..1","MIEN2011","CDBN_171",100
"X.MIEN2011..2","MIEN2011","CDBN_172",101
"X.MIEN2011..3","MIEN2011","CDBN_063",108
"X.MIEN2011..4","MIEN2011","CDBN_167",110
"X.MISA2011.","MISA2011","CDBN_243",97
"X.MISA2011..1","MISA2011","CDBN_295",103
"X.MISA2011..2","MISA2011","CDBN_253",102
"X.MISA2011..3","MISA2011","CDBN_269",108
"X.MISA2011..4","MISA2011","CDBN_055",104
"X.MISA2011..5","MISA2011","CDBN_195",103
"X.MISA2011..6","MISA2011","CDBN_237",100
"X.MISA2011..7","MISA2011","CDBN_305",95
"X.MISA2011..8","MISA2011","CDBN_174",101
"X.MISA2011..9","MISA2011","CDBN_095",96
"X.MISA2011..10","MISA2011","CDBN_064",106
"X.MISA2011..11","MISA2011","CDBN_214",99
"X.MISA2011..12","MISA2011","CDBN_217",103
"X.MISA2011..13","MISA2011","CDBN_217",103
"X.MISA2011..14","MISA2011","CDBN_310",103
"X.MISA2011..15","MISA2011","CDBN_141",96
"X.MISA2011..16","MISA2011","CDBN_142",104
"X.MISA2011..17","MISA2011","CDBN_143",100
"X.NDFA2011.","NDFA2011","CDBN_243",98
"X.NDFA2011..1","NDFA2011","CDBN_066",102
"X.NDFA2011..2","NDFA2011","CDBN_171",86
"X.NDFA2011..3","NDFA2011","CDBN_253",98
"X.NDFA2011..4","NDFA2011","CDBN_269",103
"X.NDFA2011..5","NDFA2011","CDBN_055",99
"X.NDFA2011..6","NDFA2011","CDBN_195",98
"X.NDFA2011..7","NDFA2011","CDBN_237",102
"X.NDFA2011..8","NDFA2011","CDBN_172",94
"X.NDFA2011..9","NDFA2011","CDBN_305",95
"X.NDFA2011..10","NDFA2011","CDBN_174",98
"X.NDFA2011..11","NDFA2011","CDBN_063",95
"X.NDFA2011..12","NDFA2011","CDBN_095",95
"X.NDFA2011..13","NDFA2011","CDBN_214",100
"X.NDFA2011..14","NDFA2011","CDBN_217",98
"X.NDFA2011..15","NDFA2011","CDBN_217",95
"X.NDFA2011..16","NDFA2011","CDBN_310",95
"X.NDFA2011..17","NDFA2011","CDBN_167",106
"X.NDFA2011..18","NDFA2011","CDBN_141",98
"X.NDFA2011..19","NDFA2011","CDBN_142",102
"X.NDFA2011..20","NDFA2011","CDBN_143",97
"X.NESB2011.","NESB2011","CDBN_243",92
"X.NESB2011..1","NESB2011","CDBN_295",106
"X.NESB2011..2","NESB2011","CDBN_066",104
"X.NESB2011..3","NESB2011","CDBN_171",88
"X.NESB2011..4","NESB2011","CDBN_253",94
"X.NESB2011..5","NESB2011","CDBN_269",107
"X.NESB2011..6","NESB2011","CDBN_055",95
"X.NESB2011..7","NESB2011","CDBN_195",97
"X.NESB2011..8","NESB2011","CDBN_237",97
"X.NESB2011..9","NESB2011","CDBN_172",95
"X.NESB2011..10","NESB2011","CDBN_305",90
"X.NESB2011..11","NESB2011","CDBN_174",98
"X.NESB2011..12","NESB2011","CDBN_063",108
"X.NESB2011..13","NESB2011","CDBN_095",88
"X.NESB2011..14","NESB2011","CDBN_064",111
"X.NESB2011..15","NESB2011","CDBN_214",101
"X.NESB2011..16","NESB2011","CDBN_217",98
"X.NESB2011..17","NESB2011","CDBN_217",95
"X.NESB2011..18","NESB2011","CDBN_310",103
"X.NESB2011..19","NESB2011","CDBN_167",111
"X.NESB2011..20","NESB2011","CDBN_141",89
"X.NESB2011..21","NESB2011","CDBN_142",91
"X.NESB2011..22","NESB2011","CDBN_143",92
"X.NYFR2011.","NYFR2011","CDBN_243",81
"X.NYFR2011..1","NYFR2011","CDBN_295",93
"X.NYFR2011..2","NYFR2011","CDBN_066",90
"X.NYFR2011..3","NYFR2011","CDBN_171",84
"X.NYFR2011..4","NYFR2011","CDBN_253",89
"X.NYFR2011..5","NYFR2011","CDBN_269",101
"X.NYFR2011..6","NYFR2011","CDBN_055",89
"X.NYFR2011..7","NYFR2011","CDBN_195",94
"X.NYFR2011..8","NYFR2011","CDBN_237",90
"X.NYFR2011..9","NYFR2011","CDBN_172",91
"X.NYFR2011..10","NYFR2011","CDBN_305",79
"X.NYFR2011..11","NYFR2011","CDBN_174",91
"X.NYFR2011..12","NYFR2011","CDBN_063",107
"X.NYFR2011..13","NYFR2011","CDBN_095",81
"X.NYFR2011..14","NYFR2011","CDBN_064",106
"X.NYFR2011..15","NYFR2011","CDBN_214",83
"X.NYFR2011..16","NYFR2011","CDBN_217",90
"X.NYFR2011..17","NYFR2011","CDBN_217",88
"X.NYFR2011..18","NYFR2011","CDBN_310",90
"X.NYFR2011..19","NYFR2011","CDBN_167",107
"X.NYFR2011..20","NYFR2011","CDBN_141",82
"X.NYFR2011..21","NYFR2011","CDBN_142",86
"X.NYFR2011..22","NYFR2011","CDBN_143",90
"X.ONEL2011.","ONEL2011","CDBN_243",86
"X.ONEL2011..1","ONEL2011","CDBN_295",100
"X.ONEL2011..2","ONEL2011","CDBN_066",109
"X.ONEL2011..3","ONEL2011","CDBN_171",91
"X.ONEL2011..4","ONEL2011","CDBN_253",89
"X.ONEL2011..5","ONEL2011","CDBN_269",97
"X.ONEL2011..6","ONEL2011","CDBN_055",93
"X.ONEL2011..7","ONEL2011","CDBN_195",102
"X.ONEL2011..8","ONEL2011","CDBN_237",100
"X.ONEL2011..9","ONEL2011","CDBN_172",100
"X.ONEL2011..10","ONEL2011","CDBN_305",86
"X.ONEL2011..11","ONEL2011","CDBN_174",91
"X.ONEL2011..12","ONEL2011","CDBN_063",108
"X.ONEL2011..13","ONEL2011","CDBN_095",85
"X.ONEL2011..14","ONEL2011","CDBN_064",114
"X.ONEL2011..15","ONEL2011","CDBN_214",93
"X.ONEL2011..16","ONEL2011","CDBN_217",94
"X.ONEL2011..17","ONEL2011","CDBN_217",96
"X.ONEL2011..18","ONEL2011","CDBN_310",106
"X.ONEL2011..19","ONEL2011","CDBN_167",111
"X.ONEL2011..20","ONEL2011","CDBN_141",94
"X.ONEL2011..21","ONEL2011","CDBN_142",89
"X.ONEL2011..22","ONEL2011","CDBN_143",101
"X.WAOT2011.","WAOT2011","CDBN_243",89
"X.WAOT2011..1","WAOT2011","CDBN_295",108
"X.WAOT2011..2","WAOT2011","CDBN_066",98
"X.WAOT2011..3","WAOT2011","CDBN_171",88
"X.WAOT2011..4","WAOT2011","CDBN_253",92
"X.WAOT2011..5","WAOT2011","CDBN_269",100
"X.WAOT2011..6","WAOT2011","CDBN_055",101
"X.WAOT2011..7","WAOT2011","CDBN_195",101
"X.WAOT2011..8","WAOT2011","CDBN_237",98
"X.WAOT2011..9","WAOT2011","CDBN_172",92
"X.WAOT2011..10","WAOT2011","CDBN_305",89
"X.WAOT2011..11","WAOT2011","CDBN_174",104
"X.WAOT2011..12","WAOT2011","CDBN_063",95
"X.WAOT2011..13","WAOT2011","CDBN_095",88
"X.WAOT2011..14","WAOT2011","CDBN_064",114
"X.WAOT2011..15","WAOT2011","CDBN_214",94
"X.WAOT2011..16","WAOT2011","CDBN_217",101
"X.WAOT2011..17","WAOT2011","CDBN_217",100
"X.WAOT2011..18","WAOT2011","CDBN_310",109
"X.WAOT2011..19","WAOT2011","CDBN_167",100
"X.WAOT2011..20","WAOT2011","CDBN_141",92
"X.WAOT2011..21","WAOT2011","CDBN_142",100
"X.WAOT2011..22","WAOT2011","CDBN_143",104
"X.WYPO2011.","WYPO2011","CDBN_243",83
"X.WYPO2011..1","WYPO2011","CDBN_295",94
"X.WYPO2011..2","WYPO2011","CDBN_066",94
"X.WYPO2011..3","WYPO2011","CDBN_171",86
"X.WYPO2011..4","WYPO2011","CDBN_253",86
"X.WYPO2011..5","WYPO2011","CDBN_269",83
"X.WYPO2011..6","WYPO2011","CDBN_055",91
"X.WYPO2011..7","WYPO2011","CDBN_195",94
"X.WYPO2011..8","WYPO2011","CDBN_237",96
"X.WYPO2011..9","WYPO2011","CDBN_172",93
"X.WYPO2011..10","WYPO2011","CDBN_305",80
"X.WYPO2011..11","WYPO2011","CDBN_174",96
"X.WYPO2011..12","WYPO2011","CDBN_063",98
"X.WYPO2011..13","WYPO2011","CDBN_095",78
"X.WYPO2011..14","WYPO2011","CDBN_064",99
"X.WYPO2011..15","WYPO2011","CDBN_214",89
"X.WYPO2011..16","WYPO2011","CDBN_217",92
"X.WYPO2011..17","WYPO2011","CDBN_217",96
"X.WYPO2011..18","WYPO2011","CDBN_310",96
"X.WYPO2011..19","WYPO2011","CDBN_167",98
"X.WYPO2011..20","WYPO2011","CDBN_141",83
"X.WYPO2011..21","WYPO2011","CDBN_142",90
"X.WYPO2011..22","WYPO2011","CDBN_143",95
"X.MIEN2010.","MIEN2010","CDBN_066",93
"X.MISA2010.","MISA2010","CDBN_295",90
"X.MISA2010..1","MISA2010","CDBN_255",86
"X.MISA2010..2","MISA2010","CDBN_269",100
"X.MISA2010..3","MISA2010","CDBN_270",85
"X.MISA2010..4","MISA2010","CDBN_195",92
"X.MISA2010..5","MISA2010","CDBN_197",93
"X.MISA2010..6","MISA2010","CDBN_305",85
"X.MISA2010..7","MISA2010","CDBN_174",90
"X.MISA2010..8","MISA2010","CDBN_095",85
"X.MISA2010..9","MISA2010","CDBN_064",90
"X.MISA2010..10","MISA2010","CDBN_210",89
"X.MISA2010..11","MISA2010","CDBN_214",91
"X.MISA2010..12","MISA2010","CDBN_217",90
"X.MISA2010..13","MISA2010","CDBN_310",89
"X.MISA2010..14","MISA2010","CDBN_085",98
"X.MISA2010..15","MISA2010","CDBN_228",89
"X.NESB2010.","NESB2010","CDBN_295",92
"X.NESB2010..1","NESB2010","CDBN_066",92
"X.NESB2010..2","NESB2010","CDBN_171",85
"X.NESB2010..3","NESB2010","CDBN_255",88
"X.NESB2010..4","NESB2010","CDBN_269",95
"X.NESB2010..5","NESB2010","CDBN_270",84
"X.NESB2010..6","NESB2010","CDBN_195",93
"X.NESB2010..7","NESB2010","CDBN_197",90
"X.NESB2010..8","NESB2010","CDBN_305",82
"X.NESB2010..9","NESB2010","CDBN_174",91
"X.NESB2010..10","NESB2010","CDBN_095",82
"X.NESB2010..11","NESB2010","CDBN_064",96
"X.NESB2010..12","NESB2010","CDBN_210",89
"X.NESB2010..13","NESB2010","CDBN_214",90
"X.NESB2010..14","NESB2010","CDBN_217",90
"X.NESB2010..15","NESB2010","CDBN_310",91
"X.NESB2010..16","NESB2010","CDBN_085",93
"X.NESB2010..17","NESB2010","CDBN_228",93
"X.NYFR2010.","NYFR2010","CDBN_295",92
"X.NYFR2010..1","NYFR2010","CDBN_066",94
"X.NYFR2010..2","NYFR2010","CDBN_171",78
"X.NYFR2010..3","NYFR2010","CDBN_255",90
"X.NYFR2010..4","NYFR2010","CDBN_269",96
"X.NYFR2010..5","NYFR2010","CDBN_270",82
"X.NYFR2010..6","NYFR2010","CDBN_195",90
"X.NYFR2010..7","NYFR2010","CDBN_197",88
"X.NYFR2010..8","NYFR2010","CDBN_305",83
"X.NYFR2010..9","NYFR2010","CDBN_174",93
"X.NYFR2010..10","NYFR2010","CDBN_095",77
"X.NYFR2010..11","NYFR2010","CDBN_064",94
"X.NYFR2010..12","NYFR2010","CDBN_210",87
"X.NYFR2010..13","NYFR2010","CDBN_214",86
"X.NYFR2010..14","NYFR2010","CDBN_217",87
"X.NYFR2010..15","NYFR2010","CDBN_310",93
"X.NYFR2010..16","NYFR2010","CDBN_085",88
"X.NYFR2010..17","NYFR2010","CDBN_228",93
"X.ONEL2010.","ONEL2010","CDBN_295",98
"X.ONEL2010..1","ONEL2010","CDBN_066",104
"X.ONEL2010..2","ONEL2010","CDBN_171",88
"X.ONEL2010..3","ONEL2010","CDBN_255",98
"X.ONEL2010..4","ONEL2010","CDBN_269",105
"X.ONEL2010..5","ONEL2010","CDBN_270",86
"X.ONEL2010..6","ONEL2010","CDBN_195",100
"X.ONEL2010..7","ONEL2010","CDBN_197",99
"X.ONEL2010..8","ONEL2010","CDBN_305",82
"X.ONEL2010..9","ONEL2010","CDBN_174",97
"X.ONEL2010..10","ONEL2010","CDBN_095",84
"X.ONEL2010..11","ONEL2010","CDBN_064",108
"X.ONEL2010..12","ONEL2010","CDBN_210",94
"X.ONEL2010..13","ONEL2010","CDBN_214",92
"X.ONEL2010..14","ONEL2010","CDBN_217",92
"X.ONEL2010..15","ONEL2010","CDBN_310",110
"X.ONEL2010..16","ONEL2010","CDBN_085",100
"X.ONEL2010..17","ONEL2010","CDBN_228",105
"X.WAOT2010.","WAOT2010","CDBN_295",107
"X.WAOT2010..1","WAOT2010","CDBN_066",108
"X.WAOT2010..2","WAOT2010","CDBN_171",100
"X.WAOT2010..3","WAOT2010","CDBN_255",103
"X.WAOT2010..4","WAOT2010","CDBN_269",115
"X.WAOT2010..5","WAOT2010","CDBN_270",98
"X.WAOT2010..6","WAOT2010","CDBN_195",107
"X.WAOT2010..7","WAOT2010","CDBN_197",108
"X.WAOT2010..8","WAOT2010","CDBN_305",91
"X.WAOT2010..9","WAOT2010","CDBN_174",104
"X.WAOT2010..10","WAOT2010","CDBN_095",89
"X.WAOT2010..11","WAOT2010","CDBN_064",118
"X.WAOT2010..12","WAOT2010","CDBN_210",99
"X.WAOT2010..13","WAOT2010","CDBN_214",96
"X.WAOT2010..14","WAOT2010","CDBN_217",104
"X.WAOT2010..15","WAOT2010","CDBN_310",109
"X.WAOT2010..16","WAOT2010","CDBN_085",105
"X.WAOT2010..17","WAOT2010","CDBN_228",109
"X.WYPO2010.","WYPO2010","CDBN_295",104
"X.WYPO2010..1","WYPO2010","CDBN_066",107
"X.WYPO2010..2","WYPO2010","CDBN_171",96
"X.WYPO2010..3","WYPO2010","CDBN_255",107
"X.WYPO2010..4","WYPO2010","CDBN_269",104
"X.WYPO2010..5","WYPO2010","CDBN_270",98
"X.WYPO2010..6","WYPO2010","CDBN_195",107
"X.WYPO2010..7","WYPO2010","CDBN_197",106
"X.WYPO2010..8","WYPO2010","CDBN_305",96
"X.WYPO2010..9","WYPO2010","CDBN_174",107
"X.WYPO2010..10","WYPO2010","CDBN_095",96
"X.WYPO2010..11","WYPO2010","CDBN_064",108
"X.WYPO2010..12","WYPO2010","CDBN_210",103
"X.WYPO2010..13","WYPO2010","CDBN_214",98
"X.WYPO2010..14","WYPO2010","CDBN_217",107
"X.WYPO2010..15","WYPO2010","CDBN_310",107
"X.WYPO2010..16","WYPO2010","CDBN_085",103
"X.WYPO2010..17","WYPO2010","CDBN_228",106
"X.COFC2009.","COFC2009","CDBN_295",105
"X.COFC2009..1","COFC2009","CDBN_184",95
"X.COFC2009..2","COFC2009","CDBN_254",95
"X.COFC2009..3","COFC2009","CDBN_255",105
"X.COFC2009..4","COFC2009","CDBN_269",98
"X.COFC2009..5","COFC2009","CDBN_270",95
"X.COFC2009..6","COFC2009","CDBN_195",105
"X.COFC2009..7","COFC2009","CDBN_197",105
"X.COFC2009..8","COFC2009","CDBN_305",93
"X.COFC2009..9","COFC2009","CDBN_174",103
"X.COFC2009..10","COFC2009","CDBN_095",93
"X.COFC2009..11","COFC2009","CDBN_210",103
"X.COFC2009..12","COFC2009","CDBN_214",103
"X.COFC2009..13","COFC2009","CDBN_215",105
"X.COFC2009..14","COFC2009","CDBN_217",105
"X.COFC2009..15","COFC2009","CDBN_310",103
"X.COFC2009..16","COFC2009","CDBN_228",103
"X.MISA2009.","MISA2009","CDBN_295",100
"X.MISA2009..1","MISA2009","CDBN_184",97
"X.MISA2009..2","MISA2009","CDBN_254",96
"X.MISA2009..3","MISA2009","CDBN_255",97
"X.MISA2009..4","MISA2009","CDBN_269",98
"X.MISA2009..5","MISA2009","CDBN_270",90
"X.MISA2009..6","MISA2009","CDBN_195",98
"X.MISA2009..7","MISA2009","CDBN_197",99
"X.MISA2009..8","MISA2009","CDBN_305",91
"X.MISA2009..9","MISA2009","CDBN_174",98
"X.MISA2009..10","MISA2009","CDBN_095",91
"X.MISA2009..11","MISA2009","CDBN_210",96
"X.MISA2009..12","MISA2009","CDBN_214",97
"X.MISA2009..13","MISA2009","CDBN_215",100
"X.MISA2009..14","MISA2009","CDBN_217",96
"X.MISA2009..15","MISA2009","CDBN_310",99
"X.MISA2009..16","MISA2009","CDBN_228",98
"X.NDHA2009.","NDHA2009","CDBN_295",107
"X.NDHA2009..1","NDHA2009","CDBN_184",104
"X.NDHA2009..2","NDHA2009","CDBN_254",106
"X.NDHA2009..3","NDHA2009","CDBN_255",107
"X.NDHA2009..4","NDHA2009","CDBN_269",104
"X.NDHA2009..5","NDHA2009","CDBN_270",100
"X.NDHA2009..6","NDHA2009","CDBN_195",106
"X.NDHA2009..7","NDHA2009","CDBN_197",106
"X.NDHA2009..8","NDHA2009","CDBN_305",97
"X.NDHA2009..9","NDHA2009","CDBN_174",107
"X.NDHA2009..10","NDHA2009","CDBN_095",98
"X.NDHA2009..11","NDHA2009","CDBN_210",106
"X.NDHA2009..12","NDHA2009","CDBN_214",105
"X.NDHA2009..13","NDHA2009","CDBN_215",108
"X.NDHA2009..14","NDHA2009","CDBN_217",105
"X.NDHA2009..15","NDHA2009","CDBN_310",106
"X.NDHA2009..16","NDHA2009","CDBN_228",108
"X.NESB2009.","NESB2009","CDBN_295",94
"X.NESB2009..1","NESB2009","CDBN_184",86
"X.NESB2009..2","NESB2009","CDBN_254",88
"X.NESB2009..3","NESB2009","CDBN_255",91
"X.NESB2009..4","NESB2009","CDBN_269",93
"X.NESB2009..5","NESB2009","CDBN_270",82
"X.NESB2009..6","NESB2009","CDBN_195",95
"X.NESB2009..7","NESB2009","CDBN_197",96
"X.NESB2009..8","NESB2009","CDBN_305",83
"X.NESB2009..9","NESB2009","CDBN_174",93
"X.NESB2009..10","NESB2009","CDBN_095",84
"X.NESB2009..11","NESB2009","CDBN_210",87
"X.NESB2009..12","NESB2009","CDBN_214",92
"X.NESB2009..13","NESB2009","CDBN_215",97
"X.NESB2009..14","NESB2009","CDBN_217",92
"X.NESB2009..15","NESB2009","CDBN_310",94
"X.NESB2009..16","NESB2009","CDBN_228",95
"X.NYFR2009.","NYFR2009","CDBN_295",88
"X.NYFR2009..1","NYFR2009","CDBN_184",81
"X.NYFR2009..2","NYFR2009","CDBN_254",83
"X.NYFR2009..3","NYFR2009","CDBN_255",86
"X.NYFR2009..4","NYFR2009","CDBN_269",83
"X.NYFR2009..5","NYFR2009","CDBN_270",81
"X.NYFR2009..6","NYFR2009","CDBN_195",87
"X.NYFR2009..7","NYFR2009","CDBN_197",85
"X.NYFR2009..8","NYFR2009","CDBN_305",77
"X.NYFR2009..9","NYFR2009","CDBN_174",87
"X.NYFR2009..10","NYFR2009","CDBN_095",76
"X.NYFR2009..11","NYFR2009","CDBN_210",83
"X.NYFR2009..12","NYFR2009","CDBN_214",80
"X.NYFR2009..13","NYFR2009","CDBN_215",91
"X.NYFR2009..14","NYFR2009","CDBN_217",83
"X.NYFR2009..15","NYFR2009","CDBN_310",87
"X.NYFR2009..16","NYFR2009","CDBN_228",89
"X.ONGU2009.","ONGU2009","CDBN_295",110
"X.ONGU2009..1","ONGU2009","CDBN_184",104
"X.ONGU2009..2","ONGU2009","CDBN_254",108
"X.ONGU2009..3","ONGU2009","CDBN_255",109
"X.ONGU2009..4","ONGU2009","CDBN_269",105
"X.ONGU2009..5","ONGU2009","CDBN_270",101
"X.ONGU2009..6","ONGU2009","CDBN_195",108
"X.ONGU2009..7","ONGU2009","CDBN_197",110
"X.ONGU2009..8","ONGU2009","CDBN_305",96
"X.ONGU2009..9","ONGU2009","CDBN_174",104
"X.ONGU2009..10","ONGU2009","CDBN_095",96
"X.ONGU2009..11","ONGU2009","CDBN_210",105
"X.ONGU2009..12","ONGU2009","CDBN_214",104
"X.ONGU2009..13","ONGU2009","CDBN_215",114
"X.ONGU2009..14","ONGU2009","CDBN_217",106
"X.ONGU2009..15","ONGU2009","CDBN_310",115
"X.ONGU2009..16","ONGU2009","CDBN_228",110
"X.WAOT2009.","WAOT2009","CDBN_295",96
"X.WAOT2009..1","WAOT2009","CDBN_184",94
"X.WAOT2009..2","WAOT2009","CDBN_254",97
"X.WAOT2009..3","WAOT2009","CDBN_255",94
"X.WAOT2009..4","WAOT2009","CDBN_269",98
"X.WAOT2009..5","WAOT2009","CDBN_270",86
"X.WAOT2009..6","WAOT2009","CDBN_195",97
"X.WAOT2009..7","WAOT2009","CDBN_197",99
"X.WAOT2009..8","WAOT2009","CDBN_305",86
"X.WAOT2009..9","WAOT2009","CDBN_174",95
"X.WAOT2009..10","WAOT2009","CDBN_095",85
"X.WAOT2009..11","WAOT2009","CDBN_210",94
"X.WAOT2009..12","WAOT2009","CDBN_214",93
"X.WAOT2009..13","WAOT2009","CDBN_215",101
"X.WAOT2009..14","WAOT2009","CDBN_217",96
"X.WAOT2009..15","WAOT2009","CDBN_310",97
"X.WAOT2009..16","WAOT2009","CDBN_228",98
"X.WYPO2009.","WYPO2009","CDBN_295",112
"X.WYPO2009..1","WYPO2009","CDBN_184",112
"X.WYPO2009..2","WYPO2009","CDBN_254",114
"X.WYPO2009..3","WYPO2009","CDBN_255",115
"X.WYPO2009..4","WYPO2009","CDBN_269",114
"X.WYPO2009..5","WYPO2009","CDBN_270",108
"X.WYPO2009..6","WYPO2009","CDBN_195",115
"X.WYPO2009..7","WYPO2009","CDBN_197",116
"X.WYPO2009..8","WYPO2009","CDBN_305",108
"X.WYPO2009..9","WYPO2009","CDBN_174",115
"X.WYPO2009..10","WYPO2009","CDBN_095",107
"X.WYPO2009..11","WYPO2009","CDBN_210",108
"X.WYPO2009..12","WYPO2009","CDBN_214",107
"X.WYPO2009..13","WYPO2009","CDBN_215",116
"X.WYPO2009..14","WYPO2009","CDBN_217",112
"X.WYPO2009..15","WYPO2009","CDBN_310",115
"X.WYPO2009..16","WYPO2009","CDBN_228",116
"X.IDKI2008.","IDKI2008","CDBN_295",99
"X.IDKI2008..1","IDKI2008","CDBN_168",93
"X.IDKI2008..2","IDKI2008","CDBN_163",96
"X.IDKI2008..3","IDKI2008","CDBN_254",96
"X.IDKI2008..4","IDKI2008","CDBN_096",95
"X.IDKI2008..5","IDKI2008","CDBN_270",91
"X.IDKI2008..6","IDKI2008","CDBN_056",104
"X.IDKI2008..7","IDKI2008","CDBN_272",97
"X.IDKI2008..8","IDKI2008","CDBN_195",98
"X.IDKI2008..9","IDKI2008","CDBN_197",101
"X.IDKI2008..10","IDKI2008","CDBN_305",90
"X.IDKI2008..11","IDKI2008","CDBN_198",95
"X.IDKI2008..12","IDKI2008","CDBN_200",101
"X.IDKI2008..13","IDKI2008","CDBN_189",90
"X.IDKI2008..14","IDKI2008","CDBN_095",88
"X.IDKI2008..15","IDKI2008","CDBN_206",92
"X.IDKI2008..16","IDKI2008","CDBN_210",96
"X.IDKI2008..17","IDKI2008","CDBN_211",95
"X.IDKI2008..18","IDKI2008","CDBN_215",101
"X.IDKI2008..19","IDKI2008","CDBN_216",93
"X.IDKI2008..20","IDKI2008","CDBN_217",97
"X.IDKI2008..21","IDKI2008","CDBN_228",102
"X.MIEN2008.","MIEN2008","CDBN_168",103
"X.MIEN2008..1","MIEN2008","CDBN_163",94
"X.MIEN2008..2","MIEN2008","CDBN_189",90
"X.MISA2008.","MISA2008","CDBN_295",93
"X.MISA2008..1","MISA2008","CDBN_254",92
"X.MISA2008..2","MISA2008","CDBN_096",93
"X.MISA2008..3","MISA2008","CDBN_270",86
"X.MISA2008..4","MISA2008","CDBN_056",96
"X.MISA2008..5","MISA2008","CDBN_272",89
"X.MISA2008..6","MISA2008","CDBN_195",93
"X.MISA2008..7","MISA2008","CDBN_197",91
"X.MISA2008..8","MISA2008","CDBN_305",87
"X.MISA2008..9","MISA2008","CDBN_198",93
"X.MISA2008..10","MISA2008","CDBN_200",90
"X.MISA2008..11","MISA2008","CDBN_095",88
"X.MISA2008..12","MISA2008","CDBN_206",90
"X.MISA2008..13","MISA2008","CDBN_210",91
"X.MISA2008..14","MISA2008","CDBN_211",94
"X.MISA2008..15","MISA2008","CDBN_215",93
"X.MISA2008..16","MISA2008","CDBN_216",91
"X.MISA2008..17","MISA2008","CDBN_217",91
"X.MISA2008..18","MISA2008","CDBN_228",91
"X.MNPR2008.","MNPR2008","CDBN_168",122
"X.MNPR2008..1","MNPR2008","CDBN_163",120
"X.MNPR2008..2","MNPR2008","CDBN_189",116
"X.MTSI2008.","MTSI2008","CDBN_295",113
"X.MTSI2008..1","MTSI2008","CDBN_168",116
"X.MTSI2008..2","MTSI2008","CDBN_163",120
"X.MTSI2008..3","MTSI2008","CDBN_254",120
"X.MTSI2008..4","MTSI2008","CDBN_096",109
"X.MTSI2008..5","MTSI2008","CDBN_270",113
"X.MTSI2008..6","MTSI2008","CDBN_056",116
"X.MTSI2008..7","MTSI2008","CDBN_272",116
"X.MTSI2008..8","MTSI2008","CDBN_195",113
"X.MTSI2008..9","MTSI2008","CDBN_197",109
"X.MTSI2008..10","MTSI2008","CDBN_305",106
"X.MTSI2008..11","MTSI2008","CDBN_198",109
"X.MTSI2008..12","MTSI2008","CDBN_200",113
"X.MTSI2008..13","MTSI2008","CDBN_189",113
"X.MTSI2008..14","MTSI2008","CDBN_095",106
"X.MTSI2008..15","MTSI2008","CDBN_206",106
"X.MTSI2008..16","MTSI2008","CDBN_210",109
"X.MTSI2008..17","MTSI2008","CDBN_211",113
"X.MTSI2008..18","MTSI2008","CDBN_215",120
"X.MTSI2008..19","MTSI2008","CDBN_216",109
"X.MTSI2008..20","MTSI2008","CDBN_217",113
